"","UserID","First_TransDate_Ca","Total_Stakes_Ca","Max_Stakes_Ca","Mean_Stakes_Ca","Total_Winnings_Ca","Max_Winnings_Ca","Mean_Winnings_Ca","Total_Bets_Ca","Length_Play_Ca","LastDay_Ca","No_Days_Played_Ca","No_Months_Played_Ca","Most_Played_Month_Ca","MostPlayed_Day_Ca","Stakes_Last_Day_Ca","Winnings_Last_Day_Ca","Bets_Last_Day_Ca","Profit_Ca"
"1",1324360,2005-02-03,4,4,4,2,2,2,4,0,2005-02-03,1,1,"2","Thursday",4,2,4,2
"2",1324363,2005-02-01,234,104,78,181.5,71.5,60.5,139,18,2005-02-19,3,1,"2","Friday",59,46,40,52.5
"3",1324368,2005-08-21,463.5,364.5,231.8,425.5,346,212.8,327,3,2005-08-24,2,1,"8","Sunday",99,79.5,86,38
"4",1324369,2005-03-01,760,618,152,742,619,148.4,603,63,2005-05-03,5,3,"3","Tuesday",3,1,3,18
"5",1324372,2005-09-17,2,2,2,2,2,2,12,0,2005-09-17,1,1,"9","Saturday",2,2,12,0
"6",1324377,2005-04-04,15,15,15,4,4,4,2,0,2005-04-04,1,1,"4","Monday",15,4,2,11
"7",1324379,2005-04-23,0.4,0.4499,0.4,0,0,0,1,0,2005-04-23,1,1,"4","Saturday",0.4499,0,1,0.4
"8",1324383,2005-06-05,5529.5,3334,1382.4,4892.5,2848,1223.1,168,7,2005-06-12,4,1,"6","Sunday",537.53,347.5,8,637
"9",1324386,2005-02-10,373.7,158,37.4,331.8,156,33.2,317,183,2005-08-12,10,5,"4","Wednesday",9,0,4,41.9
"10",1324400,2005-02-18,211.3,83.94,52.8,174.3,73.51,43.6,1339,20,2005-03-10,4,2,"3","Friday",55.6,40.62,376,37
"11",1324405,2005-07-30,2.6,1.4,0.9,1.4,1.2,0.5,26,49,2005-09-17,3,3,"7","Saturday",0.6,0.2,6,1.2
"12",1324408,2005-02-09,5643.7,1826.19,245.4,5187.1,1828.02,225.5,1785,83,2005-05-03,22,4,"3","Monday",2,0,2,456.599999999999
"13",1324432,2005-02-01,1,1,1,0,0,0,1,0,2005-02-01,1,1,"2","Tuesday",1,0,1,1
"14",1324466,2005-06-16,150.5,101,37.6,133,98.5,33.2,136,5,2005-06-21,4,1,"6","Friday",6,4,6,17.5
"15",1324492,2005-02-21,22.5,22.5,22.5,17.5,17.5,17.5,24,0,2005-02-21,1,1,"2","Monday",22.5,17.5,24,5
"16",1324495,2005-04-17,165,90,82.5,112.5,110,56.2,11,2,2005-04-19,2,1,"4","Sunday",75,2.5,4,52.5
"17",1324503,2005-02-02,11296.5,2191,403.4,10872,2031,388.3,708,144,2005-06-26,28,5,"3","Thursday",1254,1168,49,424.5
"18",1324509,2005-02-01,234.5,234.5,234.5,205.5,205.5,205.5,221,0,2005-02-01,1,1,"2","Tuesday",234.5,205.5,221,29
"19",1324527,2005-08-26,53.8,53.75,53.8,53.8,53.7759,53.8,9,0,2005-08-26,1,1,"8","Friday",53.75,53.7759,9,0
"20",1324533,2005-02-03,106,67,21.2,85.5,52,17.1,100,11,2005-02-14,5,1,"2","Friday",4,2.5,4,20.5
"21",1324537,2005-02-01,744,387,148.8,685.5,375.5,137.1,474,7,2005-02-08,5,1,"2","Tuesday",38,28,16,58.5
"22",1324540,2005-02-01,36,36,36,23,23,23,15,0,2005-02-01,1,1,"2","Tuesday",36,23,15,13
"23",1324583,2005-02-01,7,7,7,1,1,1,7,0,2005-02-01,1,1,"2","Tuesday",7,1,7,6
"24",1324586,2005-02-05,144,144,144,122,122,122,102,0,2005-02-05,1,1,"2","Saturday",144,122,102,22
"25",1324591,2005-02-02,367,119,36.7,344,118.5,34.4,229,232,2005-09-22,10,4,"2","Thursday",7,4,7,23
"26",1324607,2005-02-07,37378.5,23731,18689.2,36106,23952.5,18053,1347,1,2005-02-08,2,1,"2","Monday",23731,23952.5,659,1272.5
"27",1324615,2005-02-06,1201,880,300.2,1036,782.5,259,478,46,2005-03-24,4,2,"2","Monday",880,782.5,261,165
"28",1324624,2005-02-05,267.8,230,89.2,221.8,190,73.9,71,13,2005-02-18,3,1,"2","Friday",4.25,2.25,17,46
"29",1324625,2005-02-17,84,84,84,54,54,54,17,0,2005-02-17,1,1,"2","Thursday",84,54,17,30
"30",1324651,2005-02-01,77,77,77,47.5,47.5,47.5,12,0,2005-02-01,1,1,"2","Tuesday",77,47.5,12,29.5
"31",1324675,2005-02-01,2989,1469,597.8,2775,1231,555,75,21,2005-02-22,5,1,"2","Tuesday",57,0,1,214
"32",1324713,2005-02-02,11,11,11,11.5,11.5,11.5,11,0,2005-02-02,1,1,"2","Wednesday",11,11.5,11,-0.5
"33",1324739,2005-02-13,24.8,24.75,24.8,15.7,15.7,15.7,13,0,2005-02-13,1,1,"2","Sunday",24.75,15.7,13,9.1
"34",1324749,2005-04-18,2182.5,1310,242.5,2202.5,1167.5,244.7,295,15,2005-05-03,9,2,"4","Friday",90,120,11,-20
"35",1324752,2005-02-01,40335.9,16359.81,5042,37343.9,15659.81,4668,4774,15,2005-02-16,8,1,"2","Wednesday",3095.39,2795.39,491,2992
"36",1324786,2005-08-06,8.2,8.25,8.2,8.2,8.25,8.2,33,0,2005-08-06,1,1,"8","Saturday",8.25,8.25,33,0
"37",1324808,2005-03-12,14,14,7,9.2,9.25,4.6,52,102,2005-06-22,2,2,"3","Saturday",0,0,0,4.8
"38",1324840,2005-02-01,8714.8,5030,871.5,8470.2,5071,847,668,21,2005-02-22,10,1,"2","Tuesday",3104,2639.5,253,244.599999999999
"39",1324844,2005-02-01,201,201,201,184.5,184.5,184.5,201,0,2005-02-01,1,1,"2","Tuesday",201,184.5,201,16.5
"40",1324850,2005-02-01,944.4,278.5,188.9,867.6,264.05,173.5,15,5,2005-02-06,5,1,"2","Friday",200.85,190.75,2,76.8
"41",1324851,2005-02-01,285,250,142.5,280,244,140,200,2,2005-02-03,2,1,"2","Thursday",35,36,26,5
"42",1324858,2005-02-01,695,575,347.5,516,375,258,2,7,2005-02-08,2,1,"2","Tuesday",120,141,1,179
"43",1324883,2005-02-12,115,40,23,47,20,9.4,186,187,2005-08-18,5,3,"2","Saturday",40,20,52,68
"44",1324888,2005-02-02,661.5,239,50.9,598.5,216.5,46,429,225,2005-09-15,13,2,"2","Friday",13,8,13,63
"45",1324890,2005-02-03,182.3,89.1,60.8,140.4,80.15,46.8,436,2,2005-02-05,3,1,"2","Friday",79.74,50.76,180,41.9
"46",1324935,2005-02-18,69089.5,8372,1079.5,66939.5,8196,1045.9,3027,211,2005-09-17,64,7,"3","Saturday",12,4,7,2150
"47",1325002,2005-03-02,189,180,94.5,166,150,83,90,2,2005-03-04,2,1,"3","Friday",180,150,83,23
"48",1325011,2005-02-01,40,40,40,34,34,34,2,0,2005-02-01,1,1,"2","Tuesday",40,34,2,6
"49",1325025,2005-03-07,33.5,33.5,33.5,19,19,19,30,0,2005-03-07,1,1,"3","Monday",33.5,19,30,14.5
"50",1325027,2005-06-13,689.5,398,229.8,643,393.05,214.3,251,13,2005-06-26,3,1,"6","Monday",259,213.5,103,46.5
"51",1325029,2005-04-09,1032,1012,516,985,985,492.5,208,47,2005-05-26,2,2,"4","Saturday",20,0,4,47
"52",1325045,2005-02-01,757,757,757,726,726,726,9,0,2005-02-01,1,1,"2","Tuesday",757,726,9,31
"53",1325062,2005-02-01,81.5,81.5,81.5,54.5,54.5,54.5,21,0,2005-02-01,1,1,"2","Tuesday",81.5,54.5,21,27
"54",1325080,2005-02-14,560,149,46.7,488.5,143.5,40.7,115,102,2005-05-27,12,4,"2","Friday",10,20,1,71.5
"55",1325103,2005-02-01,197,85,39.4,155,65.5,31,191,12,2005-02-13,5,1,"2","Monday",48,33,42,42
"56",1325106,2005-04-25,10,7,5,5,5,2.5,5,6,2005-05-01,2,2,"4","Monday",7,0,2,5
"57",1325144,2005-03-31,14,14,14,10,10,10,2,0,2005-03-31,1,1,"3","Thursday",14,10,2,4
"58",1325148,2005-05-13,13,13,13,0,0,0,4,0,2005-05-13,1,1,"5","Friday",13,0,4,13
"59",1325158,2005-08-22,6276.5,5241.5,3138.2,6669,5421.5,3334.5,546,1,2005-08-23,2,1,"8","Monday",5241.5,5421.5,361,-392.5
"60",1325159,2005-02-11,123,34,20.5,107,29.5,17.8,123,87,2005-05-09,6,3,"2","Monday",26,18.5,26,16
"61",1325161,2005-02-14,5690.5,393,94.8,5732,407,95.5,149,159,2005-07-23,60,6,"3","Monday",4,2,4,-41.5
"62",1325165,2005-02-02,20007.4,6612.33,909.4,18344,6522.33,833.8,7223,211,2005-09-01,22,7,"2","Wednesday",311.58,215.62,41,1663.4
"63",1325170,2005-02-01,12.5,12.5,12.5,0,0,0,3,0,2005-02-01,1,1,"2","Tuesday",12.5,0,3,12.5
"64",1325187,2005-06-13,89.2,52.25,17.9,80.7,52.7138,16.1,14,62,2005-08-14,5,3,"7","Friday",15,13,1,8.5
"65",1325189,2005-02-04,12448.7,7597.5,622.4,11692,7874.25,584.6,129,142,2005-06-26,20,5,"4","Sunday",94,45,1,756.700000000001
"66",1325190,2005-02-08,40,20,13.3,27,18,9,30,2,2005-02-10,3,1,"2","Thursday",7,5,6,13
"67",1325215,2005-09-24,357,348,178.5,345,338.5,172.5,265,1,2005-09-25,2,1,"9","Saturday",348,338.5,257,12
"68",1325218,2005-04-01,13,8,6.5,6,6,3,9,21,2005-04-22,2,1,"4","Friday",8,6,7,7
"69",1325237,2005-07-12,582,145,48.5,555,119.5,46.2,233,72,2005-09-22,12,3,"8","Monday",145,114.5,49,27
"70",1325253,2005-02-01,508.5,302.5,127.1,509,301,127.2,243,141,2005-06-22,4,2,"2","Wednesday",0,0,0,-0.5
"71",1325257,2005-02-03,15,15,15,30,30,30,3,0,2005-02-03,1,1,"2","Thursday",15,30,3,-15
"72",1325273,2005-04-20,97.3,81.08,48.7,211.8,111.698,105.9,38,1,2005-04-21,2,1,"4","Thursday",81.08,100.14,31,-114.5
"73",1325301,2005-02-25,25.2,11,6.3,17.8,9,4.4,31,16,2005-03-13,4,2,"3","Friday",4,2,4,7.4
"74",1325313,2005-02-09,29278,8452,3253.1,28075,8353,3119.4,2105,151,2005-07-10,9,3,"2","Wednesday",0,0,53,1203
"75",1325318,2005-02-01,20975,9617,953.4,20309,9324.5,923.1,1293,212,2005-09-01,22,6,"3","Monday",135,108,4,666
"76",1325333,2005-02-01,10,10,10,0,0,0,2,0,2005-02-01,1,1,"2","Tuesday",10,0,2,10
"77",1325337,2005-02-01,511,74,26.9,437.5,80,23,30,162,2005-07-13,19,6,"2","Friday",6,3,6,73.5
"78",1325345,2005-03-16,65,31,21.7,38,18,12.7,36,3,2005-03-19,3,1,"3","Friday",6,8,3,27
"79",1325353,2005-02-02,478.8,167.25,79.8,445.5,163,74.2,25,180,2005-08-01,6,4,"2","Saturday",167.25,148.25,4,33.3
"80",1325367,2005-02-01,6483.4,1098.97,294.7,6107.9,1111.99,277.6,28986,241,2005-09-30,22,7,"2","Thursday",172.17,176.42,934,375.5
"81",1325381,2005-02-01,55373.3,8260.75,826.5,53320.9,8294.8,795.8,626,233,2005-09-22,66,8,"4","Tuesday",96.75,49.5,1,2052.4
"82",1325386,2005-02-02,6491.5,4299.5,1298.3,6005,4083.5,1201,536,67,2005-04-10,5,3,"2","Friday",4299.5,4083.5,143,486.5
"83",1325427,2005-04-04,705.5,288.5,235.2,639,294.5,213,531,14,2005-04-18,3,1,"4","Monday",222,172,98,66.5
"84",1325431,2005-04-16,5,5,5,6,6,6,3,0,2005-04-16,1,1,"4","Saturday",5,6,3,-1
"85",1325433,2005-02-01,13731.8,9519.63,3433,14003.6,10730.5,3500.9,1755,9,2005-02-10,4,1,"2","Saturday",205,155,23,-271.800000000001
"86",1325452,2005-03-03,47,47,47,37,37,37,47,0,2005-03-03,1,1,"3","Thursday",47,37,47,10
"87",1325453,2005-08-26,777,429.95,388.5,684.8,403.29,342.4,15,4,2005-08-30,2,1,"8","Friday",347,281.5,4,92.2
"88",1325465,2005-02-07,32078.2,21892.83,3564.2,31488.6,22108.25,3498.7,887,18,2005-02-25,8,1,"2","Monday",2271.25,2242.59,116,589.600000000002
"89",1325472,2005-02-03,67,67,67,53,53,53,39,0,2005-02-03,1,1,"2","Thursday",67,53,39,14
"90",1325478,2005-02-07,445.8,445.75,445.8,399,399,399,5,0,2005-02-07,1,1,"2","Monday",445.75,399,5,46.8
"91",1325490,2005-07-23,2,2,2,0,0,0,2,0,2005-07-23,1,1,"7","Saturday",2,0,2,2
"92",1325492,2005-02-01,43533.9,9438.5915,806.2,38956.6,8406.3847,721.4,1354,225,2005-09-14,53,6,"6","Wednesday",0,0,1,4577.3
"93",1325496,2005-02-04,102.5,102.5,102.5,90,90,90,14,0,2005-02-04,1,1,"2","Friday",102.5,90,14,12.5
"94",1325505,2005-02-01,642,584,214,609,564,203,242,8,2005-02-09,3,1,"2","Thursday",20,14.5,20,33
"95",1325527,2005-02-04,1671.2,409,334.2,1419.2,333.5,283.9,392,48,2005-03-24,5,2,"3","Friday",409,329,84,252
"96",1325542,2005-02-01,296.2,283,98.7,195.3,176,65.1,4,26,2005-02-27,3,1,"2","Sunday",1.2477,0.3,1,100.9
"97",1325561,2005-02-03,3,3,3,0,0,0,3,0,2005-02-03,1,1,"2","Thursday",3,0,3,3
"98",1325569,2005-02-25,6,6,6,2,2,2,6,0,2005-02-25,1,1,"2","Friday",6,2,6,4
"99",1325590,2005-09-09,2590.9,2590.94,2590.9,2390.9,2390.94,2390.9,178,0,2005-09-09,1,1,"9","Friday",2590.94,2390.94,178,200
"100",1325601,2005-02-01,259,160,129.5,240.5,150,120.2,45,2,2005-02-03,2,1,"2","Thursday",99,90.5,1,18.5
"101",1325610,2005-02-01,7205,6930,3602.5,5635,5455,2817.5,17,1,2005-02-02,2,1,"2","Tuesday",6930,5455,16,1570
"102",1325628,2005-02-01,105,54,52.5,80.5,44,40.2,76,221,2005-09-10,2,2,"2","Saturday",54,44,55,24.5
"103",1325647,2005-02-01,256.5,187.5,85.5,166,136,55.3,75,4,2005-02-05,3,1,"2","Friday",43,30,12,90.5
"104",1325654,2005-05-03,3.2,3.25,3.2,4,4,4,3,0,2005-05-03,1,1,"5","Tuesday",3.25,4,3,-0.8
"105",1325655,2005-03-05,1734.5,1180.5,433.6,1629,1155.5,407.2,22,165,2005-08-17,4,4,"3","Saturday",171,125,2,105.5
"106",1325664,2005-02-01,990.1,119.5,45,790.3,91.25,35.9,79,72,2005-04-14,22,3,"2","Tuesday",19.74,9.75,2,199.8
"107",1325666,2005-05-10,15,15,15,12,12,12,1,0,2005-05-10,1,1,"5","Tuesday",15,12,1,3
"108",1325671,2005-02-01,5524.5,5524.5,5524.5,4800,4800,4800,3,0,2005-02-01,1,1,"2","Tuesday",5524.5,4800,3,724.5
"109",1325682,2005-02-02,646964,136830,17025.4,649439.5,136130,17090.5,13842,233,2005-09-23,38,5,"2","Monday",136830,136130,1399,-2475.5
"110",1325694,2005-05-08,2,2,2,2.5,2.5,2.5,2,0,2005-05-08,1,1,"5","Sunday",2,2.5,2,-0.5
"111",1325702,2005-02-01,112,112,112,112,112,112,2,0,2005-02-01,1,1,"2","Tuesday",112,112,2,0
"112",1325740,2005-02-15,10841.7,3271,401.5,10051.7,3214,372.3,919,211,2005-09-14,27,8,"3","Wednesday",41,36,6,790
"113",1325743,2005-02-02,48054.5,10705,2402.7,47471,10874,2373.6,6265,148,2005-06-30,16,3,"2","Sunday",86,70,60,583.5
"114",1325750,2005-02-07,230,185,115,258,202,129,30,1,2005-02-08,2,1,"2","Monday",185,202,24,-28
"115",1325773,2005-02-09,1268,523,74.6,1259.5,423,74.1,646,84,2005-05-04,17,3,"2","Friday",4,8,4,8.5
"116",1325786,2005-03-20,321,290,160.5,296.8,269,148.4,86,4,2005-03-24,2,1,"3","Sunday",290,269,55,24.2
"117",1325812,2005-02-06,181,153,45.2,184.5,166.5,46.1,158,136,2005-06-22,4,2,"2","Sunday",0,0,0,-3.5
"118",1325816,2005-09-15,194.5,194.5,194.5,181.2,181.25,181.2,97,0,2005-09-15,1,1,"9","Thursday",194.5,181.25,97,13.3
"119",1325824,2005-02-01,62995.2,8743,1574.9,60219.2,8288,1505.5,14337,131,2005-06-12,40,5,"4","Sunday",1183,1085.5,258,2776
"120",1325832,2005-02-01,234,234,234,181,181,181,55,0,2005-02-01,1,1,"2","Tuesday",234,181,55,53
"121",1325834,2005-02-15,18290,3556,731.6,17845.5,3460,713.8,178,220,2005-09-23,25,5,"3","Wednesday",19,22,1,444.5
"122",1325835,2005-03-25,198,198,198,158,158,158,5,0,2005-03-25,1,1,"3","Friday",198,158,5,40
"123",1325854,2005-02-01,13627.2,1324,186.7,12529.2,1264,171.6,10193,241,2005-09-30,73,8,"4","Tuesday",65.25,41.25,29,1098
"124",1325864,2005-03-10,3,3,3,0,0,0,3,0,2005-03-10,1,1,"3","Thursday",3,0,3,3
"125",1325867,2005-02-04,1012.5,437.5,202.5,851,386.5,170.2,420,98,2005-05-13,5,2,"2","Friday",87,37,21,161.5
"126",1325899,2005-02-19,3902.3,1128,278.7,3523.3,1003.5,251.7,70,22,2005-03-13,14,2,"2","Sunday",0,0,1,379
"127",1325925,2005-06-10,3496.5,1295,874.1,3352,1439.5,838,1144,34,2005-07-14,4,2,"6","Friday",922.5,825,146,144.5
"128",1325927,2005-02-06,17,17,17,12,12,12,1,0,2005-02-06,1,1,"2","Sunday",17,12,1,5
"129",1325944,2005-02-21,964.8,667.75,321.6,856.2,600.75,285.4,238,12,2005-03-05,3,2,"3","Friday",22,12.5,7,108.6
"130",1325960,2005-02-03,49,49,49,43,43,43,48,0,2005-02-03,1,1,"2","Thursday",49,43,48,6
"131",1325979,2005-04-15,555.5,555.5,555.5,555.5,555.5,555.5,243,0,2005-04-15,1,1,"4","Friday",555.5,555.5,243,0
"132",1325994,2005-02-03,25,13,12.5,27,14,13.5,21,1,2005-02-04,2,1,"2","Friday",12,14,8,-2
"133",1326000,2005-02-01,6109.6,6109.5948,6109.6,6032.7,6032.7,6032.7,7,0,2005-02-01,1,1,"2","Tuesday",6109.5948,6032.7,7,76.9000000000005
"134",1326008,2005-02-13,854.5,563,284.8,981,763,327,103,177,2005-08-09,3,2,"2","Sunday",86,66,2,-126.5
"135",1326014,2005-02-03,119.5,76,59.8,100.5,71.5,50.2,74,15,2005-02-18,2,1,"2","Friday",43.5,29,1,19
"136",1326034,2005-03-28,4.5,4.5,4.5,1.5,1.5,1.5,7,0,2005-03-28,1,1,"3","Monday",4.5,1.5,7,3
"137",1326037,2005-02-26,20142.4,4453.5,530.1,19427.9,4288.5,511.3,225,105,2005-06-11,38,5,"5","Saturday",143.68,111.68,14,714.5
"138",1326044,2005-02-08,729,587,182.2,630,527.5,157.5,327,23,2005-03-03,4,2,"2","Friday",110,88,81,99
"139",1326059,2005-02-01,12,12,12,2,2,2,12,0,2005-02-01,1,1,"2","Tuesday",12,2,12,10
"140",1326069,2005-02-05,7808.5,738,190.5,7381,768,180,223,127,2005-06-12,41,4,"2","Monday",121,21,2,427.5
"141",1326085,2005-02-18,867,272.5,86.7,802.5,285,80.2,787,219,2005-09-25,10,4,"9","Sunday",86.5,77.5,85,64.5
"142",1326086,2005-02-28,22.5,14,11.2,12.5,8,6.2,32,1,2005-03-01,2,2,"2","Monday",8.5,4.5,17,10
"143",1326092,2005-04-20,12,12,12,0,0,0,1,0,2005-04-20,1,1,"4","Wednesday",12,0,1,12
"144",1326124,2005-02-12,348.5,141.5,34.9,307.5,126,30.8,258,137,2005-06-29,10,4,"2","Wednesday",5,4,5,41
"145",1326134,2005-02-01,1,1,1,0,0,0,1,0,2005-02-01,1,1,"2","Tuesday",1,0,1,1
"146",1326138,2005-02-06,134,50,44.7,44,30,14.7,24,87,2005-05-04,3,3,"2","Sunday",39,14,13,90
"147",1326147,2005-02-26,121,95,40.3,132,98,44,4,189,2005-09-03,3,2,"2","Saturday",26,34,2,-11
"148",1326156,2005-09-20,35,35,35,20,20,20,4,0,2005-09-20,1,1,"9","Tuesday",35,20,4,15
"149",1326167,2005-06-02,34.3,34.29,34.3,18.4,18.36,18.4,105,0,2005-06-02,1,1,"6","Thursday",34.29,18.36,105,15.9
"150",1326180,2005-02-01,113.8,86.8498,56.9,86.2,66.75,43.1,12,1,2005-02-02,2,1,"2","Tuesday",86.8498,66.75,10,27.6
"151",1326199,2005-02-01,356,310,178,292.5,257.5,146.2,60,1,2005-02-02,2,1,"2","Tuesday",46,35,10,63.5
"152",1326202,2005-02-01,50,40,25,54,38,27,4,1,2005-02-02,2,1,"2","Tuesday",40,38,3,-4
"153",1326203,2005-02-01,171.2,118.25,85.6,125.5,90.75,62.8,12,38,2005-03-11,2,2,"2","Friday",53,34.75,3,45.7
"154",1326224,2005-02-01,10988.5,3562.27,499.5,11184.3,3597,508.4,69,102,2005-05-14,22,4,"4","Saturday",3562.27,3597,20,-195.799999999999
"155",1326245,2005-06-04,103.8,103.8,103.8,171.2,171.25,171.2,32,0,2005-06-04,1,1,"6","Saturday",103.8,171.25,32,-67.4
"156",1326250,2005-08-21,3739.6,1198.58,340,3574.6,1081.98,325,2281,30,2005-09-20,11,2,"8","Monday",1198.58,1081.98,416,165
"157",1326280,2005-05-26,41.8,41.75,41.8,44.2,44.25,44.2,154,0,2005-05-26,1,1,"5","Thursday",41.75,44.25,154,-2.40000000000001
"158",1326286,2005-05-23,67,67,67,67.5,67.5,67.5,40,0,2005-05-23,1,1,"5","Monday",67,67.5,40,-0.5
"159",1326296,2005-02-02,2109.7,501.58,175.8,2080.7,504.58,173.4,9545,17,2005-02-19,12,1,"2","Friday",107,77,427,29
"160",1326307,2005-02-26,304301,37130,6474.5,302238,38302.5,6430.6,393,216,2005-09-30,47,8,"4","Thursday",120,320,2,2063
"161",1326311,2005-02-01,10380.2,1517,225.7,9773,1578,212.5,521,224,2005-09-13,44,8,"2","Friday",66.5,53,5,607.200000000001
"162",1326312,2005-02-01,2579.8,2513.5,859.9,2339.8,2300.5,779.9,92,15,2005-02-16,3,1,"2","Wednesday",2513.5,2300.5,79,240
"163",1326323,2005-02-08,75.5,68.5,37.8,63,60,31.5,74,1,2005-02-09,2,1,"2","Tuesday",7,3,7,12.5
"164",1326325,2005-03-06,2130.5,829,266.3,2068.5,816,258.6,533,5,2005-03-11,6,1,"3","Monday",2,2,3,62
"165",1326369,2005-02-02,2070.3,1335,172.5,2204.1,1352.5,183.7,55,165,2005-07-17,12,5,"2","Friday",0,0,1,-133.8
"166",1326370,2005-02-04,2,2,2,0,0,0,1,0,2005-02-04,1,1,"2","Friday",2,0,1,2
"167",1326378,2005-02-02,723,425,241,533.5,455,177.8,34,22,2005-02-24,3,1,"2","Thursday",293,66,12,189.5
"168",1326414,2005-02-02,965.5,430,87.8,949.5,435,86.3,924,238,2005-09-28,11,4,"3","Wednesday",15,8,15,16
"169",1326426,2005-02-22,137,137,137,92,92,92,4,0,2005-02-22,1,1,"2","Tuesday",137,92,4,45
"170",1326432,2005-03-01,0,0,0,0,0,0,3,2,2005-03-03,3,1,"3","Thursday",0,0,1,0
"171",1326442,2005-02-02,12,12,12,2.5,2.5,2.5,2,0,2005-02-02,1,1,"2","Wednesday",12,2.5,2,9.5
"172",1326452,2005-03-04,247,247,247,268,268,268,21,0,2005-03-04,1,1,"3","Friday",247,268,21,-21
"173",1326456,2005-02-02,28021,25230,9340.3,26432.5,24382.5,8810.8,538,1,2005-02-03,2,1,"2","Wednesday",2266,1662.5,75,1588.5
"174",1326511,2005-02-07,16660.6,8715.74,617.1,15542.7,8874.75,575.7,15566,216,2005-09-11,27,8,"5","Sunday",90.88,70.94,259,1117.9
"175",1326533,2005-02-02,698.5,257.16,58.2,504.3,229.1601,42,28,24,2005-02-26,12,1,"2","Saturday",1.7,1.13,1,194.2
"176",1326535,2005-02-08,34.5,33.5,17.2,19.5,19.5,9.8,33,1,2005-02-09,2,1,"2","Tuesday",33.5,19.5,32,15
"177",1326542,2005-02-26,292,185,73,207.5,100,51.9,42,40,2005-04-07,4,3,"4","Thursday",5,0,1,84.5
"178",1326552,2005-02-10,797,397,159.4,763,378,152.6,630,226,2005-09-24,5,2,"9","Thursday",397,378,235,34
"179",1326582,2005-02-02,2794.7,2794.65,2794.7,2651.2,2651.15,2651.2,5,0,2005-02-02,1,1,"2","Wednesday",2794.65,2651.15,5,143.5
"180",1326592,2005-08-25,5385.2,3376.31,1077,5235.2,3374.45,1047,172,18,2005-09-12,5,2,"9","Thursday",468.91,245.77,33,150
"181",1326597,2005-02-06,241,145,120.5,141,126,70.5,46,2,2005-02-08,2,1,"2","Sunday",96,15,10,100
"182",1326611,2005-02-07,23.5,23.5,23.5,16.5,16.5,16.5,20,0,2005-02-07,1,1,"2","Monday",23.5,16.5,20,7
"183",1326623,2005-07-14,34,34,34,34,34,34,20,0,2005-07-14,1,1,"7","Thursday",34,34,20,0
"184",1326629,2005-02-10,202,99,25.2,166,78,20.8,21,29,2005-03-11,8,2,"2","Friday",3,0,1,36
"185",1326709,2005-06-16,12.8,9.75,6.4,6.8,3.75,3.4,51,1,2005-06-17,2,1,"6","Friday",9.75,3.75,39,6
"186",1326731,2005-03-23,477.2,97.25,20.8,404.8,76.75,17.6,479,133,2005-08-03,23,4,"5","Friday",20,17.5,20,72.4
"187",1326735,2005-02-14,35,35,35,21.2,21.25,21.2,25,0,2005-02-14,1,1,"2","Monday",35,21.25,25,13.8
"188",1326749,2005-02-15,3928,2051,982,3767.5,1986.5,941.9,785,13,2005-02-28,4,1,"2","Sunday",2051,1986.5,393,160.5
"189",1326757,2005-02-02,14,14,14,4,4,4,11,0,2005-02-02,1,1,"2","Wednesday",14,4,11,10
"190",1326762,2005-02-02,6089,2660.25,869.9,5812.2,2621,830.3,1748,70,2005-04-13,7,3,"2","Wednesday",259,212,41,276.8
"191",1326773,2005-02-02,370,257,92.5,379,272,94.8,313,93,2005-05-06,4,2,"2","Friday",61,69.5,60,-9
"192",1326780,2005-02-28,2375.2,1166,113.1,2234.7,1148.5,106.4,2465,210,2005-09-26,21,6,"3","Monday",2.94,0.94,14,140.5
"193",1326806,2005-02-03,93013.5,25473,6643.8,90876.5,24856,6491.2,12741,42,2005-03-17,14,2,"2","Friday",5743,5743.5,575,2137
"194",1326838,2005-02-16,1002,750,334,672,520,224,111,216,2005-09-20,3,2,"2","Saturday",207,137,33,330
"195",1326855,2005-04-03,1.8,1.75,1.8,0.8,0.75,0.8,6,0,2005-04-03,1,1,"4","Sunday",1.75,0.75,6,1
"196",1326856,2005-02-03,60,60,60,40,40,40,11,0,2005-02-03,1,1,"2","Thursday",60,40,11,20
"197",1326858,2005-03-16,0,0,0,0,0,0,1,0,2005-03-16,1,1,"3","Wednesday",0,0,1,0
"198",1326861,2005-02-07,4289.2,2472.3,1072.3,4092.6,2195.35,1023.1,2348,3,2005-02-10,4,1,"2","Monday",2472.3,2195.35,1100,196.6
"199",1326872,2005-02-02,2096,1055,299.4,1636.5,805,233.8,119,72,2005-04-15,7,2,"2","Friday",435,315,21,459.5
"200",1326873,2005-02-25,27,27,27,14,14,14,26,0,2005-02-25,1,1,"2","Friday",27,14,26,13
"201",1326882,2005-03-16,382,382,191,354,354,177,20,11,2005-03-27,2,1,"3","Sunday",382,354,19,28
"202",1326915,2005-06-26,3127.8,1973,446.8,3037.8,1894.5,434,1448,20,2005-07-16,6,2,"6","Friday",38,31,39,90
"203",1326917,2005-09-12,145,111,72.5,154.5,110.5,77.2,118,2,2005-09-14,2,1,"9","Monday",34,44,30,-9.5
"204",1326919,2005-02-22,16.6,11.61,8.3,6.6,6.63,3.3,69,211,2005-09-21,2,2,"2","Tuesday",11.61,6.63,67,10
