"","UserID","First_TransDate_Ca","Total_Stakes_Ca","Max_Stakes_Ca","Mean_Stakes_Ca","Total_Winnings_Ca","Max_Winnings_Ca","Mean_Winnings_Ca","Total_Bets_Ca","Length_Play_Ca","LastDay_Ca","No_Days_Played_Ca","No_Months_Played_Ca","Most_Played_Month_Ca","MostPlayed_Day_Ca","Stakes_Last_Day_Ca","Winnings_Last_Day_Ca","Bets_Last_Day_Ca","Profit_Ca"
"4071",1376983,2005-05-23,110.3,110.35,110.3,181.7,181.6832,181.7,35,0,2005-05-23,1,1,"5","Monday",110.35,181.6832,35,-71.4
"4072",1376990,2005-03-06,39,17.5,13,27,14.5,9,34,7,2005-03-13,3,1,"3","Sunday",8,4,7,12
"4073",1376991,2005-02-22,130,70.5,32.5,103,58.5,25.8,94,34,2005-03-28,4,2,"3","Monday",37,31,33,27
"4074",1377002,2005-04-27,103.7,103.66,103.7,171.6,171.5694,171.6,26,0,2005-04-27,1,1,"4","Wednesday",103.66,171.5694,26,-67.9
"4075",1377021,2005-02-24,16,10,8,12.5,12.5,6.2,4,1,2005-02-25,2,1,"2","Friday",6,0,2,3.5
"4076",1377024,2005-08-11,614,219.5,122.8,597,146.35,119.4,617,7,2005-08-18,5,1,"8","Thursday",154.8,114.55,113,17
"4077",1377047,2005-02-21,295.7,295.68,147.8,271.6,271.56,135.8,161,121,2005-06-22,2,2,"2","Monday",0,0,0,24.1
"4078",1377050,2005-09-22,0.9,0.9,0.9,0.1,0.06,0.1,5,0,2005-09-22,1,1,"9","Thursday",0.9,0.06,5,0.8
"4079",1377062,2005-04-29,42,34,14,33.5,27.5,11.2,38,47,2005-06-15,3,2,"4","Friday",3,2,3,8.5
"4080",1377077,2005-02-27,653,653,653,544,544,544,176,0,2005-02-27,1,1,"2","Sunday",653,544,176,109
"4081",1377081,2005-02-21,207050.1,28496.5,3185.4,192866.7,26446.31,2967.2,51039,196,2005-09-05,65,8,"3","Wednesday",661,511,240,14183.4
"4082",1377085,2005-03-20,8,8,8,4,4,4,32,0,2005-03-20,1,1,"3","Sunday",8,4,32,4
"4083",1377097,2005-02-21,1459.5,321,112.3,1284.5,291.5,98.8,71,203,2005-09-12,13,3,"3","Monday",43.25,22.75,2,175
"4084",1377101,2005-08-05,1252.8,528,313.2,1028,450,257,65,10,2005-08-15,4,1,"8","Monday",299,207,12,224.8
"4085",1377114,2005-02-22,194,194,194,154,154,154,87,0,2005-02-22,1,1,"2","Tuesday",194,154,87,40
"4086",1377139,2005-02-22,200,200,200,170,170,170,18,0,2005-02-22,1,1,"2","Tuesday",200,170,18,30
"4087",1377172,2005-02-21,191.6,132,47.9,126.5,70,31.6,11,17,2005-03-10,4,2,"2","Monday",0,0,4,65.1
"4088",1377183,2005-05-13,40,24,10,50,40,12.5,21,56,2005-07-08,4,2,"5","Friday",16,10,1,-10
"4089",1377187,2005-02-21,258,195,86,292.5,222.5,97.5,27,6,2005-02-27,3,1,"2","Friday",23,20,7,-34.5
"4090",1377192,2005-02-26,69,69,69,54,54,54,8,0,2005-02-26,1,1,"2","Saturday",69,54,8,15
"4091",1377201,2005-02-21,191.8,191.75,191.8,212,212,212,6,0,2005-02-21,1,1,"2","Monday",191.75,212,6,-20.2
"4092",1377226,2005-02-21,1648,786,274.7,1584,711,264,712,9,2005-03-02,6,2,"2","Friday",134,104,77,64
"4093",1377232,2005-04-13,44199.3,3795.9755,789.3,39237.5,3142.1,700.7,18112,110,2005-08-01,52,5,"6","Saturday",1718.5,1372.35,392,4961.8
"4094",1377242,2005-04-01,384.2,171.5,96.1,297.2,112.5,74.3,186,6,2005-04-07,4,1,"4","Friday",171.5,112.5,46,87
"4095",1377261,2005-09-29,10,10,10,5,5,5,10,0,2005-09-29,1,1,"9","Thursday",10,5,10,5
"4096",1377262,2005-02-21,21,21,21,11.5,11.5,11.5,21,0,2005-02-21,1,1,"2","Monday",21,11.5,21,9.5
"4097",1377274,2005-06-21,3,3,3,0,0,0,2,0,2005-06-21,1,1,"6","Tuesday",3,0,2,3
"4098",1377282,2005-04-19,2301,614,71.9,2169.5,559.5,67.8,2141,153,2005-09-19,32,4,"5","Tuesday",12,15.5,11,131.5
"4099",1377299,2005-09-25,0,0,0,0,0,0,1,0,2005-09-25,1,1,"9","Sunday",0,0,1,0
"4100",1377347,2005-03-04,6247,3221.5,892.4,6091.5,3202,870.2,1809,7,2005-03-11,7,1,"3","Friday",191,173.5,129,155.5
"4101",1377349,2005-03-04,9730.5,1620.36,226.3,9427.8,1762.97,219.3,18458,106,2005-06-18,43,4,"5","Wednesday",17.75,11.75,71,302.700000000001
"4102",1377353,2005-05-08,14.8,14.75,14.8,12.8,12.75,12.8,59,0,2005-05-08,1,1,"5","Sunday",14.75,12.75,59,2
"4103",1377402,2005-02-23,880,490,293.3,755,425,251.7,112,33,2005-03-28,3,2,"2","Monday",130,80,12,125
"4104",1377408,2005-07-06,139,139,139,128,128,128,23,0,2005-07-06,1,1,"7","Wednesday",139,128,23,11
"4105",1377427,2005-05-05,411,234,205.5,383,203.5,191.5,15,1,2005-05-06,2,1,"5","Friday",234,179.5,11,28
"4106",1377434,2005-04-14,9,9,9,0,0,0,7,0,2005-04-14,1,1,"4","Thursday",9,0,7,9
"4107",1377443,2005-02-21,7597.5,3055,844.2,7322.5,2947.5,813.6,4261,121,2005-06-22,9,3,"5","Monday",0,0,0,275
"4108",1377450,2005-03-02,63,63,63,23,23,23,13,0,2005-03-02,1,1,"3","Wednesday",63,23,13,40
"4109",1377471,2005-02-21,11,11,11,6,6,6,8,0,2005-02-21,1,1,"2","Monday",11,6,8,5
"4110",1377500,2005-02-21,731,471,182.8,713.5,431,178.4,120,9,2005-03-02,4,2,"2","Monday",5,0,1,17.5
"4111",1377502,2005-06-20,207.5,87,51.9,119.6,57,29.9,676,96,2005-09-24,4,3,"6","Monday",38.78,14.83,216,87.9
"4112",1377527,2005-03-01,85,79,42.5,87,88,43.5,55,1,2005-03-02,2,1,"3","Tuesday",6,-1,6,-2
"4113",1377532,2005-02-21,2084.5,1738,521.1,2031,1681,507.8,334,162,2005-08-02,4,3,"2","Tuesday",20.5,0,3,53.5
"4114",1377544,2005-03-04,186,98,62,231,128,77,57,196,2005-09-16,3,2,"3","Friday",30,20,4,-45
"4115",1377566,2005-02-23,65,64.5,32.5,48.5,48.5,24.2,4,2,2005-02-25,2,1,"2","Friday",0.5,0,1,16.5
"4116",1377573,2005-02-21,33,33,33,18,18,18,4,0,2005-02-21,1,1,"2","Monday",33,18,4,15
"4117",1377576,2005-02-21,32.5,32.5,32.5,13,13,13,17,0,2005-02-21,1,1,"2","Monday",32.5,13,17,19.5
"4118",1377606,2005-06-06,76,76,76,76,76,76,68,0,2005-06-06,1,1,"6","Monday",76,76,68,0
"4119",1377638,2005-02-21,540,508,180,415,400,138.3,114,6,2005-02-27,3,1,"2","Friday",4,0,1,125
"4120",1377665,2005-03-04,0,0,0,0,0,0,4,0,2005-03-04,1,1,"3","Friday",0,0,4,0
"4121",1377676,2005-06-18,140,57,20,130,57.5,18.6,140,86,2005-09-12,7,4,"6","Monday",14,17.5,14,10
"4122",1377678,2005-03-27,5337,1570.5,533.7,5406.5,1680.5,540.6,443,186,2005-09-29,10,5,"8","Wednesday",715,747.5,55,-69.5
"4123",1377697,2005-02-21,3398.5,1529,199.9,3315,1619,195,806,45,2005-04-07,17,3,"3","Wednesday",69,58,21,83.5
"4124",1377707,2005-02-21,10,10,10,0,0,0,1,0,2005-02-21,1,1,"2","Monday",10,0,1,10
"4125",1377711,2005-03-04,3770,2750,1256.7,3726,2880,1242,209,6,2005-03-10,3,1,"3","Friday",388,252,29,44
"4126",1377729,2005-03-28,1243.5,472.5,207.2,968.5,372,161.4,91,69,2005-06-05,6,4,"3","Friday",66,36,1,275
"4127",1377730,2005-02-24,6,6,6,0,0,0,2,0,2005-02-24,1,1,"2","Thursday",6,0,2,6
"4128",1377749,2005-02-21,40375.8,8724.5,841.2,39397.5,8506.25,820.8,9896,220,2005-09-29,47,7,"3","Thursday",65,87,48,978.300000000003
"4129",1377754,2005-02-21,30,30,30,0,0,0,4,0,2005-02-21,1,1,"2","Monday",30,0,4,30
"4130",1377755,2005-02-25,1780,1031.75,296.7,1751.9,981.6,292,919,78,2005-05-14,6,4,"2","Saturday",104,138.7,40,28.0999999999999
"4131",1377765,2005-09-13,28173.7,7151.95,1565.2,26473.8,6599.95,1470.8,4359,17,2005-09-30,17,1,"9","Friday",7151.95,6599.95,8,1699.9
"4132",1377788,2005-02-24,703.6,376.65,175.9,689.5,376,172.4,16,32,2005-03-28,4,2,"3","Monday",277,257,4,14.1
"4133",1377820,2005-03-22,852.5,257.5,170.5,832.5,276,166.5,12,14,2005-04-05,5,2,"3","Monday",131,81,2,20
"4134",1377844,2005-02-24,54.2,46,18.1,23.2,20,7.8,42,46,2005-04-11,3,2,"2","Friday",1.5,0.5,6,31
"4135",1377849,2005-03-16,1691,844,281.8,1523.5,771.5,253.9,262,110,2005-07-04,6,2,"3","Friday",60,30,12,167.5
"4136",1377879,2005-02-24,34,18,17,36,36,18,8,1,2005-02-25,2,1,"2","Friday",18,0,5,-2
"4137",1377891,2005-03-09,35,35,35,30,30,30,9,0,2005-03-09,1,1,"3","Wednesday",35,30,9,5
"4138",1377923,2005-02-22,9300,2255.55,119.2,8259.1,2345.5,105.9,283,190,2005-08-31,78,7,"4","Tuesday",0,0,1,1040.9
"4139",1377932,2005-06-24,12,12,12,5,5,5,9,0,2005-06-24,1,1,"6","Friday",12,5,9,7
"4140",1377991,2005-08-13,388,239,129.3,364,224,121.3,11,8,2005-08-21,3,1,"8","Monday",239,224,5,24
"4141",1377995,2005-07-28,16111,9914,8055.5,15949,10282,7974.5,1020,1,2005-07-29,2,1,"7","Friday",6197,5667,427,162
"4142",1378005,2005-08-26,138.5,127.5,69.2,126.5,125.5,63.2,111,1,2005-08-27,2,1,"8","Friday",11,1,5,12
"4143",1378007,2005-09-22,94.5,94.5,94.5,79.5,79.5,79.5,75,0,2005-09-22,1,1,"9","Thursday",94.5,79.5,75,15
"4144",1378021,2005-03-04,203.5,88.75,50.9,191,78.75,47.8,288,196,2005-09-16,4,2,"3","Friday",88.75,78.75,193,12.5
"4145",1378032,2005-02-21,86,86,86,36.5,36.5,36.5,31,0,2005-02-21,1,1,"2","Monday",86,36.5,31,49.5
"4146",1378049,2005-02-21,33.8,26,16.9,17.5,16,8.8,20,204,2005-09-13,2,2,"2","Monday",26,16,8,16.3
"4147",1378055,2005-03-19,386.5,206.5,128.8,296.5,157,98.8,173,42,2005-04-30,3,2,"3","Saturday",94.5,74,46,90
"4148",1378057,2005-09-21,1195,748,298.8,1205.9,776,301.5,997,5,2005-09-26,4,1,"9","Friday",24,20.65,24,-10.9000000000001
"4149",1378069,2005-02-21,19964.5,8005,1247.8,19212.5,7555,1200.8,1213,96,2005-05-28,16,3,"5","Friday",970,940,44,752
"4150",1378077,2005-02-26,1024,221,73.1,1091.7,197,78,1005,192,2005-09-06,13,5,"3","Saturday",45.2,54.02,47,-67.7
"4151",1378088,2005-02-21,22635.5,8447,3233.6,20225.5,7717,2889.4,452,8,2005-03-01,5,2,"2","Monday",1342,842,3,2410
"4152",1378101,2005-02-21,132.5,132.5,132.5,95.5,95.5,95.5,3,0,2005-02-21,1,1,"2","Monday",132.5,95.5,3,37
"4153",1378114,2005-03-27,2200,1005,440,2270,977.5,454,433,40,2005-05-06,5,3,"4","Friday",95,100,19,-70
"4154",1378150,2005-07-28,5,5,5,0,0,0,5,0,2005-07-28,1,1,"7","Thursday",5,0,5,5
"4155",1378157,2005-02-21,7,7,7,0,0,0,6,0,2005-02-21,1,1,"2","Monday",7,0,6,7
"4156",1378183,2005-02-26,67,67,67,45,45,45,41,0,2005-02-26,1,1,"2","Saturday",67,45,41,22
"4157",1378195,2005-03-25,482,185,53.6,424.5,160.5,47.2,198,158,2005-08-30,9,4,"8","Friday",22,22,10,57.5
"4158",1378220,2005-02-21,6013.6,4376.08,3006.8,5246.6,3992.05,2623.3,1628,1,2005-02-22,2,1,"2","Monday",4376.08,3992.05,635,767
"4159",1378228,2005-03-04,16009.7,4764.5,696.1,15586.6,4746,677.7,5895,174,2005-08-25,23,5,"8","Wednesday",0,0,2,423.1
"4160",1378246,2005-03-03,127.5,90,42.5,112.5,83.5,37.5,125,108,2005-06-19,3,2,"3","Saturday",11,7.5,11,15
"4161",1378248,2005-03-02,92.5,50.25,30.8,75,40.25,25,196,127,2005-07-07,3,2,"3","Thursday",50.25,40.25,74,17.5
"4162",1378302,2005-02-23,29.5,18.5,14.8,15.5,8.5,7.8,78,3,2005-02-26,2,1,"2","Saturday",11,7,22,14
"4163",1378303,2005-09-19,417.8,273,104.4,337.4,230,84.4,354,9,2005-09-28,4,1,"9","Friday",273,230,54,80.4
"4164",1378310,2005-04-26,984.9,747.9,197,949.3,764.34,189.9,86,108,2005-08-12,5,3,"5","Friday",747.9,764.34,78,35.6
"4165",1378323,2005-08-25,57,40,28.5,46.5,41,23.2,7,3,2005-08-28,2,1,"8","Sunday",17,5.5,2,10.5
"4166",1378352,2005-02-21,236,236,236,288,288,288,3,0,2005-02-21,1,1,"2","Monday",236,288,3,-52
"4167",1378353,2005-05-20,27516.6,11925,1719.8,26741.3,11809.5,1671.3,1978,132,2005-09-29,16,3,"9","Sunday",345,306,47,775.299999999999
"4168",1378414,2005-02-21,22522.2,6788,1501.5,21679.2,5130,1445.3,3240,216,2005-09-25,15,4,"9","Sunday",127,27,27,843
"4169",1378423,2005-02-21,2448,1314.5,408,2356,1256.5,392.7,33,9,2005-03-02,6,2,"2","Wednesday",34,4,1,92
"4170",1378432,2005-02-27,6055.5,2406,672.8,5747,2394,638.6,640,33,2005-04-01,9,3,"3","Friday",77,50.5,1,308.5
"4171",1378441,2005-02-28,335,182,167.5,330,181,165,214,1,2005-03-01,2,2,"2","Monday",153,149,98,5
"4172",1378446,2005-03-18,60,60,60,40,40,40,6,0,2005-03-18,1,1,"3","Friday",60,40,6,20
"4173",1378454,2005-03-20,67,62,33.5,36,36,18,7,4,2005-03-24,2,1,"3","Sunday",62,36,5,31
"4174",1378459,2005-03-08,33097,5634,848.6,32597,5784,835.8,4063,118,2005-07-04,39,5,"3","Monday",2490,1790,174,500
"4175",1378488,2005-03-11,973,170,54.1,978.5,144,54.4,132,24,2005-04-04,18,2,"3","Friday",75,46,8,-5.5
"4176",1378501,2005-06-09,46,46,46,30,30,30,18,0,2005-06-09,1,1,"6","Thursday",46,30,18,16
"4177",1378507,2005-02-21,78,78,78,38,38,38,11,0,2005-02-21,1,1,"2","Monday",78,38,11,40
"4178",1378517,2005-03-01,9996.2,5825,1999.2,9002.2,5721,1800.5,19,20,2005-03-21,5,1,"3","Wednesday",1010.25,640.25,7,994
"4179",1378544,2005-05-23,760.5,193,54.3,743.5,185.5,53.1,732,129,2005-09-29,14,3,"6","Monday",13,7,13,17
"4180",1378563,2005-03-09,238,54,14,232.5,62,13.7,239,41,2005-04-19,17,2,"3","Thursday",1,0,1,5.5
"4181",1378568,2005-02-21,26,26,26,11.5,11.5,11.5,1,0,2005-02-21,1,1,"2","Monday",26,11.5,1,14.5
"4182",1378572,2005-02-21,70,39,35,44,23.5,22,51,1,2005-02-22,2,1,"2","Monday",31,23.5,27,26
"4183",1378582,2005-02-21,22,22,22,0,0,0,3,0,2005-02-21,1,1,"2","Monday",22,0,3,22
"4184",1378590,2005-03-25,1,1,1,0,0,0,1,0,2005-03-25,1,1,"3","Friday",1,0,1,1
"4185",1378606,2005-05-29,54.8,54.75,54.8,43.6,43.63,43.6,4,0,2005-05-29,1,1,"5","Sunday",54.75,43.63,4,11.2
"4186",1378608,2005-02-21,621.5,561,41.4,574,538.5,38.3,41,135,2005-07-06,15,6,"3","Monday",0,0,4,47.5
"4187",1378642,2005-02-22,4,4,4,0,0,0,1,0,2005-02-22,1,1,"2","Tuesday",4,0,1,4
"4188",1378656,2005-03-17,1651,1546,550.3,1597,1487,532.3,120,5,2005-03-22,3,1,"3","Friday",4,0,1,54
"4189",1378684,2005-02-22,95321.9,15298,1765.2,94862.9,16898.5,1756.7,12149,169,2005-08-10,49,7,"5","Tuesday",129,29,46,459
"4190",1378690,2005-03-05,64.5,64.5,64.5,43.5,43.5,43.5,57,0,2005-03-05,1,1,"3","Saturday",64.5,43.5,57,21
"4191",1378695,2005-06-30,83,61,27.7,70,44,23.3,16,19,2005-07-19,3,2,"7","Saturday",61,44,4,13
"4192",1378700,2005-02-24,4542.5,2012,567.8,4464.2,2080,558,2221,23,2005-03-19,8,2,"3","Monday",92,86,64,78.3000000000002
"4193",1378734,2005-02-22,16.2,14.25,8.1,10.8,10.75,5.4,9,161,2005-08-02,2,2,"2","Tuesday",14.25,10.75,7,5.4
"4194",1378736,2005-02-25,992.2,568.25,330.7,941,566.25,313.7,725,7,2005-03-04,3,2,"2","Friday",568.25,566.25,362,51.2
"4195",1378763,2005-09-05,32713.5,31045.5,16356.8,31733.5,30365.5,15866.8,751,6,2005-09-11,2,1,"9","Monday",1668,1368,100,980
"4196",1378776,2005-03-10,1080,945,540,1045,925,522.5,138,5,2005-03-15,2,1,"3","Thursday",135,120,23,35
"4197",1378786,2005-04-27,10,10,10,0,0,0,2,0,2005-04-27,1,1,"4","Wednesday",10,0,2,10
"4198",1378802,2005-03-04,135,135,135,110,110,110,27,0,2005-03-04,1,1,"3","Friday",135,110,27,25
"4199",1378811,2005-02-22,459.7,217,51.1,432.2,229,48,712,167,2005-08-08,9,5,"7","Monday",9,3,9,27.5
"4200",1378821,2005-08-15,14,14,14,10,10,10,14,0,2005-08-15,1,1,"8","Monday",14,10,14,4
"4201",1378827,2005-02-24,204,178,68,199,182,66.3,8,2,2005-02-26,3,1,"2","Friday",0,0,1,5
"4202",1378851,2005-07-01,73,70,36.5,41,41,20.5,10,3,2005-07-04,2,1,"7","Friday",3,0,1,32
"4203",1378865,2005-02-26,724.1,220.88,65.8,636.1,155.88,57.8,1435,38,2005-04-05,11,3,"3","Saturday",122.25,76.25,200,88
"4204",1378869,2005-02-27,1568,480.5,142.5,1528.5,492.5,139,763,59,2005-04-27,11,3,"3","Monday",29,22,12,39.5
"4205",1378873,2005-03-08,40,36,20,32,32,16,3,7,2005-03-15,2,1,"3","Tuesday",4,0,1,8
"4206",1378876,2005-08-10,5,5,5,0,0,0,1,0,2005-08-10,1,1,"8","Wednesday",5,0,1,5
"4207",1378925,2005-06-19,1229.5,349.5,87.8,1081.5,357.5,77.2,108,57,2005-08-15,14,3,"7","Sunday",0,0,2,148
"4208",1378953,2005-04-15,93.5,54.5,31.2,68.5,39.5,22.8,6,10,2005-04-25,3,1,"4","Friday",54.5,39.5,3,25
"4209",1378958,2005-02-27,349,215,69.8,278.5,165,55.7,81,18,2005-03-17,5,2,"3","Monday",72.5,40,11,70.5
"4210",1378989,2005-02-21,358,358,179,333.5,333.5,166.8,109,121,2005-06-22,2,2,"2","Monday",0,0,0,24.5
"4211",1379004,2005-02-27,205719.8,29012.25,4675.4,198209.2,27114.25,4504.8,58720,209,2005-09-24,44,8,"8","Saturday",155.25,143.75,69,7510.59999999998
"4212",1379005,2005-02-21,67.2,67.25,67.2,43.2,43.25,43.2,186,0,2005-02-21,1,1,"2","Monday",67.25,43.25,186,24
"4213",1379025,2005-09-08,6259,4214,1043.2,6504.5,4272,1084.1,949,9,2005-09-17,6,1,"9","Friday",4214,4272,548,-245.5
"4214",1379041,2005-02-26,12,11,6,8,8,4,2,1,2005-02-27,2,1,"2","Saturday",11,8,1,4
"4215",1379043,2005-08-27,26941.5,12517,3848.8,26484.7,12479.5,3783.5,1739,32,2005-09-28,6,2,"9","Sunday",2,0,1,456.799999999999
"4216",1379046,2005-02-22,6566.3,1506,386.3,6539.3,1567.5,384.7,1093,70,2005-05-03,16,4,"3","Tuesday",85,52.5,15,27
"4217",1379055,2005-04-17,13,11,6.5,5,5,2.5,13,2,2005-04-19,2,1,"4","Sunday",11,5,11,8
"4218",1379087,2005-06-17,104.8,72.85,34.9,190.6,124,63.5,47,2,2005-06-19,3,1,"6","Friday",72.85,59.05,32,-85.8
"4219",1379088,2005-02-21,30963,7310,1935.2,29007,6825,1812.9,5142,42,2005-04-04,16,3,"3","Monday",2902.5,2380,259,1956
"4220",1379113,2005-02-22,13,13,6.5,10,10,5,16,8,2005-03-02,2,2,"2","Tuesday",13,10,13,3
"4221",1379122,2005-02-27,160,139,40,178,160,44.5,24,69,2005-05-07,4,3,"2","Monday",139,160,19,-18
"4222",1379126,2005-02-21,53689,11131.5,866,51950.5,10283.5,837.9,14362,197,2005-09-06,62,8,"3","Tuesday",388.5,370,232,1738.5
"4223",1379133,2005-03-03,47577.5,9589,1640.6,46141,9002.5,1591.1,9021,172,2005-08-22,29,6,"4","Monday",11,3,11,1436.5
"4224",1379158,2005-02-22,316,177,105.3,228.1,156.1,76,57,85,2005-05-18,3,3,"2","Sunday",0,0,2,87.9
"4225",1379191,2005-03-28,41.5,29,8.3,39.5,31.5,7.9,43,23,2005-04-20,5,2,"4","Friday",6.5,4,7,2
"4226",1379208,2005-08-02,18.8,18.75,18.8,13.9,13.9,13.9,21,0,2005-08-02,1,1,"8","Tuesday",18.75,13.9,21,4.9
"4227",1379209,2005-03-03,233.2,78.75,38.9,197.5,79.25,32.9,98,158,2005-08-08,6,2,"3","Friday",18,12,68,35.7
"4228",1379218,2005-09-17,9978.5,2746.5,2494.6,8772.5,2985.5,2193.1,33,3,2005-09-20,4,1,"9","Monday",2288,1538,3,1206
"4229",1379221,2005-03-04,285,146,40.7,271,130,38.7,18,114,2005-06-26,7,2,"6","Friday",7,0,1,14
"4230",1379223,2005-02-22,16162.4,1880,646.5,16577.7,2185.15,663.1,1855,81,2005-05-14,25,4,"3","Thursday",900,1500,36,-415.300000000001
"4231",1379226,2005-02-21,65,65,65,50,50,50,1,0,2005-02-21,1,1,"2","Monday",65,50,1,15
"4232",1379228,2005-02-25,19,19,19,9,9,9,8,0,2005-02-25,1,1,"2","Friday",19,9,8,10
"4233",1379257,2005-02-27,223,223,223,193.5,193.5,193.5,44,0,2005-02-27,1,1,"2","Sunday",223,193.5,44,29.5
"4234",1379268,2005-02-21,4856.5,561,142.8,4738.5,609.5,139.4,43,221,2005-09-30,34,6,"3","Monday",262,257.5,2,118
"4235",1379276,2005-03-12,97,97,97,47,47,47,25,0,2005-03-12,1,1,"3","Saturday",97,47,25,50
"4236",1379277,2005-02-23,12140,5876,714.1,11688,5534,687.5,922,211,2005-09-22,17,3,"9","Wednesday",5876,5534,211,452
"4237",1379285,2005-04-27,3255,787,465,2840.9,855,405.8,29,23,2005-05-20,7,2,"5","Friday",548,457,6,414.1
"4238",1379301,2005-02-21,13919.5,8011,4639.8,13169.5,7757.5,4389.8,1446,7,2005-02-28,3,1,"2","Monday",4664,4260,384,750
"4239",1379302,2005-03-11,35.4,23.17,11.8,17.4,13.17,5.8,197,199,2005-09-26,3,2,"3","Friday",23.17,13.17,154,18
"4240",1379311,2005-03-18,5390.3,1145,283.7,5061.3,1131,266.4,2870,97,2005-06-23,19,4,"3","Thursday",47,58.5,22,329
"4241",1379362,2005-02-24,72,72,72,71,71,71,2,0,2005-02-24,1,1,"2","Thursday",72,71,2,1
"4242",1379423,2005-02-22,438,438,438,348.5,348.5,348.5,90,0,2005-02-22,1,1,"2","Tuesday",438,348.5,90,89.5
"4243",1379431,2005-09-14,1498.4,967.75,249.7,1374.4,907.75,229.1,1366,13,2005-09-27,6,1,"9","Friday",207.06,182.01,402,124
"4244",1379437,2005-05-12,63895.5,11088,1597.4,62593.4,10324,1564.8,11578,58,2005-07-09,39,3,"5","Saturday",928,907,76,1302.1
"4245",1379447,2005-09-12,945.2,485,189.1,825.2,460,165.1,94,18,2005-09-30,5,1,"9","Friday",485,460,36,120
"4246",1379456,2005-02-22,1147,481,114.7,1064.5,478.5,106.5,514,11,2005-03-05,10,2,"2","Saturday",149,122.5,105,82.5
"4247",1379470,2005-02-26,0,0,0,0,0,0,1,0,2005-02-26,1,1,"2","Saturday",0,0,1,0
"4248",1379475,2005-03-24,17426.5,5913,1244.8,16936.5,5961.5,1209.8,2274,181,2005-09-21,14,4,"9","Wednesday",417.5,353,108,490
"4249",1379499,2005-03-01,2679.5,855,121.8,2499,846,113.6,1660,147,2005-07-26,19,5,"6","Saturday",169,152.5,156,180.5
"4250",1379510,2005-07-06,66.2,66.25,66.2,46.2,46.25,46.2,114,0,2005-07-06,1,1,"7","Wednesday",66.25,46.25,114,20
"4251",1379515,2005-02-26,742,377,106,635,307,90.7,167,206,2005-09-20,7,4,"3","Monday",190,178,15,107
"4252",1379545,2005-03-04,6689.2,3015.5,352.1,6102,2571.5,321.2,784,38,2005-04-11,18,2,"3","Friday",4,3,3,587.2
"4253",1379552,2005-02-24,55,55,55,48,48,48,35,0,2005-02-24,1,1,"2","Thursday",55,48,35,7
"4254",1379577,2005-02-22,34,34,34,14,14,14,109,0,2005-02-22,1,1,"2","Tuesday",34,14,109,20
"4255",1379599,2005-02-22,16548.5,14876.5,4137.1,14095,13995,3523.8,9,41,2005-04-04,4,2,"2","Friday",1122,100,2,2453.5
"4256",1379600,2005-03-04,482,389,241,451.5,384.5,225.8,164,22,2005-03-26,2,1,"3","Friday",93,67,24,30.5
"4257",1379602,2005-04-07,234,151,78,214,161,71.3,110,10,2005-04-17,3,1,"4","Friday",151,161,71,20
"4258",1379611,2005-02-22,87,87.03,87,57.1,57.07,57.1,147,0,2005-02-22,1,1,"2","Tuesday",87.03,57.07,147,29.9
"4259",1379649,2005-05-05,1152,1023,384,1126.5,1004,375.5,816,4,2005-05-09,3,1,"5","Friday",8,5,8,25.5
"4260",1379679,2005-02-28,1284.5,734,142.7,1221.7,716,135.7,55,38,2005-04-07,9,3,"3","Monday",0,0,9,62.8
"4261",1379686,2005-02-22,1057,723,352.3,925,652,308.3,780,2,2005-02-24,3,1,"2","Thursday",45.5,44.5,539,132
"4262",1379696,2005-02-22,7701,5972.5,1925.2,7403,5759.5,1850.8,13,11,2005-03-05,4,2,"2","Friday",5972.5,5759.5,4,298
"4263",1379703,2005-03-21,20881.4,4094,1160.1,20832.9,4106.5,1157.4,4013,178,2005-09-15,18,5,"3","Friday",74,61,16,48.5
"4264",1379731,2005-02-22,268.8,121,89.6,214.2,134.75,71.4,57,37,2005-03-31,3,2,"3","Thursday",37.5,13.5,6,54.6
"4265",1379759,2005-02-22,2678.4,616.5,148.8,2277.7,589.53,126.5,76,206,2005-09-16,18,5,"5","Friday",616.5,589.53,9,400.7
"4266",1379760,2005-03-02,322.1,202,161.1,345.3,247,172.7,9,1,2005-03-03,2,1,"3","Thursday",202,247,1,-23.2
"4267",1379774,2005-03-03,375,345,187.5,315,315,157.5,38,114,2005-06-25,2,2,"3","Saturday",345,315,30,60
"4268",1379781,2005-02-22,11613,1557,829.5,10965,1631,783.2,1587,15,2005-03-09,14,2,"2","Friday",35,26.5,35,648
"4269",1379790,2005-02-22,10080,10080,10080,8676,8676,8676,560,0,2005-02-22,1,1,"2","Tuesday",10080,8676,560,1404
"4270",1379814,2005-06-12,21,21,21,11,11,11,40,0,2005-06-12,1,1,"6","Sunday",21,11,40,10
"4271",1379849,2005-07-07,267.5,267.5,267.5,192.5,192.5,192.5,171,0,2005-07-07,1,1,"7","Thursday",267.5,192.5,171,75
"4272",1379857,2005-04-03,922,922,922,771,771,771,14,0,2005-04-03,1,1,"4","Sunday",922,771,14,151
"4273",1379862,2005-06-11,1323.5,96,31.5,1176.5,102.5,28,1092,111,2005-09-30,42,4,"7","Saturday",1,0,1,147
"4274",1379873,2005-02-23,771.5,771.5,771.5,641.5,641.5,641.5,634,0,2005-02-23,1,1,"2","Wednesday",771.5,641.5,634,130
