"","UserID","First_TransDate_Po","Last_TransDate_Po","No_Months_Played_Po","Most_Played_Month_Po","Most_Played_Day_Po","No_Days_Played_Po","Total_Amount_Sold","Total_Amount_Bought","Mean_Amount_Sold","Mean_Amount_Bought","Max_Amount_Sold","Max_Amount_Bought","Amount_Sold_Last_Day","Amount_Bought_Last_Day","Profit_Po"
"60",1325834,2005-08-08,2005-09-29,2,"9","Monday",53,1582.19358708574,1642.58393771716,9.04110621191851,13.0363804580727,40.2230371125175,58.7275555078838,16.3572884264722,22.3564035181809,60.3903506314207
"61",1325845,2005-02-12,2005-02-19,1,"2","Monday",8,150.9981,95.1809,7.94726842105263,8.65280909090909,49.9999,30.7184,4.9999,0,-55.8172
"62",1325850,2005-02-01,2005-02-14,1,"2","Sunday",5,706.633530360161,127.121747140589,50.4738235971544,14.1246385711765,115.473401397113,60.5557687878753,231.027634912125,0.00744607355658198,-579.511783219573
"63",1325854,2005-04-12,2005-09-30,6,"6","Saturday",68,2172.4721,1640.0134,10.8083189054726,11.3889819444444,49.9999,66.3535,37.4399,41.6045,-532.4587
"64",1325883,2005-02-16,2005-08-06,6,"2","Saturday",24,458.5539,376.185,5.458975,5.69977272727273,16,30.3665,30,17.0398,-82.3689
"65",1325884,2005-08-31,2005-08-31,1,"8","Wednesday",1,14.7442396622211,0.00490583741036125,4.91474655407369,0.00490583741036125,6.7019368675022,0.00490583741036125,14.7442396622211,0.00490583741036125,-14.7393338248107
"66",1325925,2005-02-23,2005-09-21,8,"6","Tuesday",138,30536.643604472,29148.1418483279,99.7929529557907,122.987940288303,1029.40531582638,1049.9897507808,1.82547007457455,0.372452036458666,-1388.50175614405
"67",1325927,2005-02-01,2005-02-06,1,"2","Sunday",2,14.9998,10.2405,7.4999,5.12025,9.9999,10.1535,4.9999,0.087,-4.7593
"68",1325943,2005-02-02,2005-06-24,2,"2","Friday",11,309.122977259287,167.821152088597,22.0802126613777,12.9093193914306,40.3204128810279,58.0251733777754,40.3204128810279,0.00310467179183915,-141.30182517069
"69",1325944,2005-02-21,2005-02-21,1,"2","Monday",1,84.6697623783667,50.6864953497124,9.40775137537408,25.3432476748562,13.4400838664588,50.6801247244772,84.6697623783667,50.6864953497124,-33.9832670286544
"70",1325979,2005-02-01,2005-02-11,1,"2","Friday",4,107.520993494973,29.064714262674,26.8802483737433,7.26617856566851,26.8802483737433,28.6496559324767,26.8802483737433,0.396793183162196,-78.4562792322993
"71",1326000,2005-04-05,2005-07-26,2,"4","Thursday",6,222.539,213.1013,13.0905294117647,12.5353705882353,66,66.8284,131,132.8284,-9.43770000000001
"72",1326037,2005-06-09,2005-08-26,3,"7","Saturday",3,50.4199,10.541,7.20284285714286,2.63525,14.9999,5.4281,0,0.1637,-39.8789
"73",1326059,2005-02-01,2005-02-01,1,"2","Tuesday",1,11.5473247870092,11.5473247870092,11.5473247870092,11.5473247870092,11.5473247870092,11.5473247870092,11.5473247870092,11.5473247870092,0
"74",1326116,2005-02-01,2005-09-30,6,"9","Wednesday",92,14630.6781303213,14749.1521046163,48.2860664367039,72.6559216976174,403.204115370141,449.617190539435,196.690831813794,200.454802638636,118.47397429505
"75",1326144,2005-02-09,2005-02-09,1,"2","Wednesday",1,2.88677362401847,0.507100637124711,2.88677362401847,0.507100637124711,2.88677362401847,0.507100637124711,2.88677362401847,0.507100637124711,-2.37967298689376
"76",1326147,2005-02-26,2005-09-24,3,"9","Saturday",7,72.1922919920512,32.4185508238817,7.21922919920512,3.60206120265352,13.4371943026068,8.07611552075513,6.03342539954951,0.00339214845006972,-39.7737411681695
"77",1326167,2005-06-02,2005-06-03,1,"6","Thursday",2,71.9659797186784,33.1745175008178,14.3931959437357,11.0581725002726,17.9914949296696,16.3599934576382,21.2626758259732,0.45861956166176,-38.7914622178606
"78",1326180,2005-02-02,2005-02-02,1,"2","Wednesday",1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0
"79",1326187,2005-02-01,2005-02-04,1,"2","Friday",3,1302.06755078667,0,434.02251692889,NA,482.247260232686,-Inf,482.247260232686,0,-1302.06755078667
"80",1326189,2005-02-07,2005-09-08,2,"9","Wednesday",3,204.790289990214,129.093305883623,18.6172990900194,16.1366632354529,31.3904472514502,44.7079430451269,35.1572285979759,0.162426860199392,-75.6969841065905
"81",1326196,2005-02-02,2005-02-20,1,"2","Thursday",6,101.185164776087,74.4445459921509,14.455023539441,12.4074243320252,36.218469437127,38.6171845599699,36.218469437127,0.139562389118865,-26.7406187839364
"82",1326203,2005-06-06,2005-06-06,1,"6","Monday",1,1.06975431428418,1.06975431428418,1.06975431428418,1.06975431428418,1.06975431428418,1.06975431428418,1.06975431428418,1.06975431428418,0
"83",1326280,2005-02-06,2005-05-28,4,"2","Saturday",52,1950.6808,640.8534,13.0045386666667,14.9035674418605,36.42,105.1769,29.1897,19.6274,-1309.8274
"84",1326286,2005-05-23,2005-05-23,1,"5","Monday",1,851.1396,738.9164,85.11396,123.152733333333,211.7,376.2825,851.1396,738.9164,-112.2232
"85",1326311,2005-03-25,2005-07-27,4,"4","Friday",13,459.312148942733,238.023350114367,22.9656074471366,14.8764593821479,33.9587930525356,40.7425706692439,7.51261721737032,31.7907728632565,-221.288798828366
"86",1326312,2005-02-01,2005-02-16,1,"2","Wednesday",4,113.855837875182,16.9711368695786,12.650648652798,4.24278421739464,24.8100099792738,8.02180087510555,38.3818223689261,6.61318799416597,-96.8847010056038
"87",1326314,2005-03-29,2005-05-16,3,"4","Friday",33,1525.52073202808,1236.78361967438,16.4034487314847,21.6979582399013,47.0088645338062,61.4137463047566,23.470814193999,0.000389502242995676,-288.7371123537
"88",1326369,2005-02-22,2005-04-23,2,"2","Saturday",2,8.42763017418526,8.42763017418526,4.21381508709263,4.21381508709263,7.69693770960468,7.69693770960468,0.730692464580586,0.730692464580586,0
"89",1326426,2005-02-07,2005-02-07,1,"2","Monday",1,19.9999,19.9999,19.9999,19.9999,19.9999,19.9999,19.9999,19.9999,0
"90",1326451,2005-02-03,2005-02-06,1,"2","Friday",4,238.4692,178.475,21.6790181818182,19.8305555555556,31.9999,31.9979,119.5398,90.5541,-59.9942
"91",1326533,2005-02-02,2005-02-26,1,"2","Tuesday",11,519.4775,411.103,16.7573387096774,17.1292916666667,38.2499,88.559,0,0.5747,-108.3745
"92",1326582,2005-02-02,2005-02-08,1,"2","Friday",7,3360.4084,1150.9132,168.02042,95.9094333333333,499.9999,250.4799,0.5,0.5,-2209.4952
"93",1326617,2005-02-02,2005-02-14,1,"2","Wednesday",6,388.797873770227,218.532269770442,13.4068232334561,24.2813633078269,53.7604967474867,39.4311058545239,0,0.423041771947745,-170.265603999785
"94",1326623,2005-02-02,2005-09-30,6,"6","Monday",82,14348.624,14479.3516,72.835654822335,79.1221398907104,217,337.418,70,116.3351,130.7276
"95",1326687,2005-02-02,2005-09-15,4,"8","Friday",30,4722.32502741886,2571.82188963897,47.7002528022108,34.7543498599861,152.875194369439,152.875194369439,61.2200516628835,4.13222473362157,-2150.5031377799
"96",1326762,2005-02-08,2005-04-12,3,"2","Tuesday",26,1087.8057,991.5608,13.7696924050633,23.6085904761905,39.9999,153.5273,30.01,71.6798,-96.2448999999999
"97",1326777,2005-04-25,2005-04-25,1,"4","Monday",1,18.3481015754967,242.647812897544,18.3481015754967,242.647812897544,18.3481015754967,242.647812897544,18.3481015754967,242.647812897544,224.299711322048
"98",1326789,2005-02-02,2005-03-03,2,"2","Thursday",11,771.15681475677,150.269371251034,32.1315339481987,25.0448952085056,60.2808728675631,60.2808728675631,0,0.00484656600097419,-620.887443505736
"99",1326881,2005-07-05,2005-07-05,1,"7","Tuesday",1,20.1231134543406,0.00232087039347474,20.1231134543406,0.00232087039347474,20.1231134543406,0.00232087039347474,20.1231134543406,0.00232087039347474,-20.1207925839471
"100",1326939,2005-04-06,2005-04-12,1,"4","Thursday",3,334.0687,219.6735,23.86205,21.96735,55.8099,54.8792,15.26,0.5983,-114.3952
"101",1326946,2005-02-03,2005-03-04,2,"2","Friday",24,1557.36618163707,1343.75320710512,8.41819557641661,8.34629321183307,24.1123033335344,62.4902887455545,38.9646614710181,16.8929371651242,-213.612974531948
"102",1326964,2005-02-02,2005-02-04,1,"2","Thursday",3,329.9983,240.07,15.7142047619048,24.007,54.69,54.6916,81.7099,0.0641,-89.9283
"103",1327001,2005-02-02,2005-09-05,8,"7","Thursday",78,1606.11571284899,1234.62284524087,11.723472356562,10.4629054681429,67.0798352584485,61.1652245073182,13.4130644642283,0.00492062640780865,-371.492867608125
"104",1327015,2005-07-24,2005-09-12,3,"8","Monday",18,591.5,621,15.5657894736842,38.8125,35,109,15,0,29.5
"105",1327019,2005-03-27,2005-09-30,7,"4","Sunday",123,9065.20487523244,9027.98392604895,24.5669508813887,30.8122318295186,186.143127212271,228.965401455933,22.2755014480318,27.4821543494584,-37.220949183491
"106",1327028,2005-02-02,2005-04-19,2,"2","Monday",6,177.907727076979,156.740248477856,17.7907727076979,22.3914640682651,29.2609057474968,109.029703900567,0,0.660546025610052,-21.1674785991235
"107",1327038,2005-02-10,2005-09-20,5,"2","Thursday",12,54.3523525280014,33.8211205864387,3.62349016853343,2.60162466049529,13.4076477528693,4.76118219450567,0.258715005899389,0.258715005899389,-20.5312319415627
"108",1327053,2005-06-10,2005-08-13,3,"6","Friday",19,351.0481,193.1741,11.7016033333333,8.04892083333333,19.9999,21.4553,11,13.3611,-157.874
