"","UserID","First_TransDate_Ga","Total_Stakes_Ga","Max_Stakes_Ga","Mean_Stakes_Ga","Total_Winnings_Ga","Max_Winnings_Ga","Mean_Winnings_Ga","Total_Bets_Ga","Length_Play_Ga","LastDay_Ga","No_Days_Played_Ga","No_Months_Played_Ga","Most_Played_Month_Ga","MostPlayed_Day_Ga","Stakes_Last_Day_Ga","Winnings_Last_Day_Ga","Bets_Last_Day_Ga","Profit_Ga"
"1",1324368,2005-08-21,1,1,1,0,0,0,1,0,2005-08-21,1,1,"8","Sunday",1,0,1,1
"2",1324369,2005-02-15,10.8,8.8496,3.6,4.9,4.8968,1.6,9,16,2005-03-03,3,2,"2","Saturday",8.8496,4.8968,7,5.9
"3",1324372,2005-09-01,18.6,16.5742,9.3,18.1,16.7851,9,19,1,2005-09-02,2,1,"9","Friday",16.5742,16.7851,17,0.5
"4",1324379,2005-04-19,1009.6,245.93,84.1,938.3,247.1625,78.2,425,133,2005-08-30,12,4,"8","Saturday",56,42,14,71.3000000000001
"5",1324383,2005-06-09,22.1,22.1043,22.1,2,2.0374,2,6,0,2005-06-09,1,1,"6","Thursday",22.1043,2.0374,6,20.1
"6",1324386,2005-04-27,273.5,248.3089,34.2,228.4,214.6802,28.5,143,156,2005-09-30,8,4,"8","Friday",20.2483,9.901,27,45.1
"7",1324405,2005-02-22,112.3,72.09,16,111.2,68.98,15.9,106,160,2005-08-01,7,4,"2","Saturday",1,0.59,2,1.09999999999999
"8",1324408,2005-02-26,3,2,1.5,0.5,0.5,0.2,3,1,2005-02-27,2,1,"2","Saturday",2,0,1,2.5
"9",1324418,2005-02-15,1.2,1.1547,1.2,1.2,1.1547,1.2,1,0,2005-02-15,1,1,"2","Tuesday",1.1547,1.1547,1,0
"10",1324432,2005-02-01,31.9,19.6305,8,19.9,16.1663,5,23,6,2005-02-07,4,1,"2","Monday",4.6189,0,2,12
"11",1324437,2005-02-04,885.6,627,110.7,737.1,493.5,92.1,232,13,2005-02-17,8,1,"2","Friday",3.4642,4.2032,3,148.5
"12",1324454,2005-02-07,1132.7,273.54,36.5,896.5,253.17,28.9,611,34,2005-03-13,21,2,"2","Monday",78.5,74.09,54,236.2
"13",1324492,2005-02-04,138.4,63.19,34.6,86.5,54.2,21.6,132,17,2005-02-21,4,1,"2","Friday",42.25,14.25,40,51.9
"14",1324495,2005-03-14,3,3,3,0,0,0,1,0,2005-03-14,1,1,"3","Monday",3,0,1,3
"15",1324527,2005-08-11,5.5,5.5,5.5,4.5,4.5375,4.5,2,0,2005-08-11,1,1,"8","Thursday",5.5,4.5375,2,1
"16",1324583,2005-02-01,52.4,52.4165,52.4,28.2,28.2243,28.2,8,0,2005-02-01,1,1,"2","Tuesday",52.4165,28.2243,8,24.2
"17",1324615,2005-03-02,795,367,132.5,652.7,307.98,108.8,362,22,2005-03-24,5,1,"3","Sunday",367,307.98,172,142.3
"18",1324624,2005-02-06,354.5,161,59.1,265.9,147.52,44.3,262,13,2005-02-19,6,1,"2","Friday",3.5,1.5,6,88.6
"19",1324644,2005-05-20,45.3,42.29,22.6,17.3,13.39,8.6,12,0,2005-05-20,1,1,"5","Friday",45.29,17.29,12,28
"20",1324662,2005-06-10,1,1,1,0,0,0,1,0,2005-06-10,1,1,"6","Friday",1,0,1,1
"21",1324708,2005-02-07,31.5,3.3,1,26,2.7225,0.8,67,121,2005-06-08,32,5,"3","Tuesday",0.5,0.4125,1,5.5
"22",1324732,2005-02-02,263,195,131.5,243,205.25,121.5,519,1,2005-02-03,2,1,"2","Thursday",68,37.75,136,20
"23",1324749,2005-04-18,9,9,9,4,4,4,9,0,2005-04-18,1,1,"4","Monday",9,4,9,5
"24",1324757,2005-02-09,71.5,71.5,71.5,11.6,11.55,11.6,14,0,2005-02-09,1,1,"2","Wednesday",71.5,11.55,14,59.9
"25",1324782,2005-02-15,11.5,8,5.8,3.6,2,1.8,13,2,2005-02-17,2,1,"2","Thursday",3.5,1.56,5,7.9
"26",1324803,2005-06-07,3608.6,1799.84,164,3345.6,1622.842,152.1,2202,85,2005-08-31,16,3,"6","Wednesday",15.4914,3.4887,5,263
"27",1324808,2005-07-23,517.5,517.4856,517.5,483,482.994,483,522,0,2005-07-23,1,1,"7","Saturday",517.4856,482.994,522,34.5
"28",1324866,2005-06-15,8.1,1.5,0.8,6.8,1.2375,0.7,35,28,2005-07-13,10,2,"6","Monday",0.8,0.74,8,1.3
"29",1324868,2005-05-05,913.8,843.9217,304.6,739.6,696.0227,246.5,137,3,2005-05-08,2,1,"5","Thursday",69.7591,43.4509,17,174.2
"30",1324883,2005-02-02,552.5,149.5,30.7,390.2,143,21.7,951,197,2005-08-18,17,4,"2","Saturday",36.5,26.75,66,162.3
"31",1324890,2005-02-05,415.5,184,69.2,352,187,58.7,393,15,2005-02-20,6,1,"2","Thursday",46.5,25.75,52,63.5
"32",1324935,2005-06-16,44,30.5,22,39,29.95,19.5,49,70,2005-08-25,2,2,"6","Thursday",13.5,9,23,5
"33",1325024,2005-04-30,6.4,3.2,2.1,5.3,2.64,1.8,3,7,2005-05-07,3,2,"5","Saturday",1.6,1.32,1,1.1
"34",1325027,2005-06-26,53.4,28.95,4.4,36.8,16,3.1,26,61,2005-08-26,12,3,"7","Monday",3.2,2.64,1,16.6
"35",1325077,2005-02-01,3.7,3.2,1.8,3.4,2.96,1.7,2,6,2005-02-07,2,1,"2","Monday",0.5,0.4125,1,0.3
"36",1325080,2005-02-04,1077,427,59.8,830.9,240.2,46.2,195,93,2005-05-08,17,3,"2","Saturday",24,19.8,1,246.1
"37",1325106,2005-04-19,38.9,17.4492,13,39,13.8171,13,26,11,2005-04-30,3,1,"4","Saturday",14.0936,12.5661,14,-0.100000000000001
"38",1325126,2005-07-02,119.5,101.46,39.8,90.3,82.28,30.1,109,4,2005-07-06,2,1,"7","Saturday",101.46,82.28,91,29.2
"39",1325148,2005-06-15,138.4,79.75,23.1,96.7,61.04,16.1,108,52,2005-08-06,6,3,"7","Friday",0.5,0,1,41.7
"40",1325165,2005-03-02,3649.4,1432.07,331.8,3179,1242.7,289,675,184,2005-09-02,10,3,"3","Wednesday",0.5,0,1,470.4
"41",1325187,2005-02-08,1306.6,282.91,65.3,1128.9,243.9595,56.4,1305,212,2005-09-08,19,5,"3","Thursday",52.16,17.16,9,177.7
"42",1325200,2005-02-17,85.7,79.9356,42.9,40.1,35.3204,20.1,20,176,2005-08-12,2,2,"2","Friday",79.9356,35.3204,15,45.6
"43",1325215,2005-09-24,16.8,13.4077,5.6,20.5,14.7619,6.8,11,5,2005-09-29,3,1,"9","Saturday",1.3408,0,2,-3.7
"44",1325243,2005-08-01,0.5,0.5,0.5,0,0,0,1,0,2005-08-01,1,1,"8","Monday",0.5,0,1,0.5
"45",1325249,2005-05-01,637.2,628.2409,212.4,587.1,584.874,195.7,142,7,2005-05-08,3,1,"5","Sunday",628.2409,584.874,130,50.1
"46",1325253,2005-02-01,58,51.5,29,48.4,46.9,24.2,86,1,2005-02-02,2,1,"2","Tuesday",6.5,1.5,13,9.6
"47",1325257,2005-02-01,10,10,10,0,0,0,1,0,2005-02-01,1,1,"2","Tuesday",10,0,1,10
"48",1325285,2005-02-09,10,10,10,0,0,0,3,0,2005-02-09,1,1,"2","Wednesday",10,0,3,10
"49",1325300,2005-03-30,437.5,437.5168,437.5,409.8,409.7635,409.8,43,0,2005-03-30,1,1,"3","Wednesday",437.5168,409.7635,43,27.7
"50",1325301,2005-03-10,30.7,28.9085,10.2,23.6,23.5575,7.9,16,3,2005-03-13,3,1,"3","Friday",28.9085,23.5575,13,7.1
"51",1325318,2005-02-18,122.2,71.5,40.7,76.3,44.5742,25.4,49,194,2005-08-31,2,2,"2","Friday",71.5,31.75,45,45.9
"52",1325337,2005-02-05,429.9,282,35.8,403.3,282.14,33.6,321,237,2005-09-30,12,4,"7","Friday",1.6,1.32,1,26.6
"53",1325367,2005-02-03,7.5,7.5,7.5,5.5,5.45,5.5,13,0,2005-02-03,1,1,"2","Thursday",7.5,5.45,13,2
"54",1325381,2005-03-08,42.3,40.3116,21.2,33.9,30.9056,17,17,0,2005-03-08,1,1,"3","Tuesday",42.3116,33.9056,17,8.4
"55",1325427,2005-04-04,4,4,4,0,0,0,1,0,2005-04-04,1,1,"4","Monday",4,0,1,4
"56",1325431,2005-03-01,292.8,201.2577,22.5,289,189.0406,22.2,190,82,2005-05-22,13,3,"4","Saturday",3.3578,1.2478,4,3.80000000000001
"57",1325452,2005-02-07,2,1.4814,1,0,0,0,3,2,2005-02-09,2,1,"2","Monday",0.4938,0,1,2
"58",1325491,2005-02-18,15.5,5.4,3.9,12.8,4.455,3.2,155,17,2005-03-07,4,2,"2","Friday",0,0,0,2.7
"59",1325492,2005-02-03,341,334.5,170.5,241,238.75,120.5,81,1,2005-02-04,2,1,"2","Friday",334.5,238.75,68,100
"60",1325543,2005-02-10,60.8,25.6,20.3,50.2,21.12,16.7,3,8,2005-02-18,3,1,"2","Friday",25.6,21.12,1,10.6
"61",1325601,2005-02-01,39.6,38.9764,19.8,16.1,16.1282,8.1,8,1,2005-02-02,2,1,"2","Tuesday",0.672,0,1,23.5
"62",1325619,2005-03-04,36.3,10.8,2.4,30.3,8.91,2,15,207,2005-09-27,15,5,"3","Saturday",1,0.825,1,6
"63",1325628,2005-02-01,23.5,23.5,23.5,8.8,8.825,8.8,7,0,2005-02-01,1,1,"2","Tuesday",23.5,8.825,7,14.7
"64",1325636,2005-02-01,92930.8,6174.01,1548.8,90072.3,6262.7315,1501.2,8032,239,2005-09-28,57,8,"3","Wednesday",973.38,893.178,89,2858.5
"65",1325647,2005-02-27,138.5,138.5,138.5,105.8,105.85,105.8,16,0,2005-02-27,1,1,"2","Sunday",138.5,105.85,16,32.7
"66",1325654,2005-05-03,443.5,314.4678,221.8,364.9,255.4847,182.5,640,1,2005-05-04,2,1,"5","Tuesday",129.0523,109.4535,262,78.6
"67",1325664,2005-02-12,39.8,18.75,6.6,24.4,12.5,4.1,50,61,2005-04-14,4,3,"2","Thursday",23.25,13,25,15.4
"68",1325694,2005-05-09,3.4,3.3613,3.4,0,0,0,3,0,2005-05-09,1,1,"5","Monday",3.3613,0,3,3.4
"69",1325702,2005-02-03,0.7,0.672,0.7,0,0,0,1,0,2005-02-03,1,1,"2","Thursday",0.672,0,1,0.7
"70",1325703,2005-02-02,102.6,61,11.4,74.4,38.5,8.3,79,58,2005-04-01,8,3,"2","Friday",0.8,0.66,1,28.2
"71",1325706,2005-06-23,0.8,0.8,0.8,0.7,0.66,0.7,1,0,2005-06-23,1,1,"6","Thursday",0.8,0.66,1,0.1
"72",1325725,2005-02-02,6.9,6.9284,6.9,1.2,1.1547,1.2,6,0,2005-02-02,1,1,"2","Wednesday",6.9284,1.1547,6,5.7
"73",1325750,2005-02-08,19,19,19,4,4,4,7,0,2005-02-08,1,1,"2","Tuesday",19,4,7,15
"74",1325759,2005-02-03,8,8,8,5,5,5,8,0,2005-02-03,1,1,"2","Thursday",8,5,8,3
"75",1325824,2005-03-17,499.3,388.9998,55.5,401.6,311.071,44.6,222,52,2005-05-08,8,3,"4","Monday",15.5824,10.3883,20,97.7
"76",1325870,2005-02-08,4,2.7624,1.3,2.7,2.0542,0.9,10,222,2005-09-18,3,2,"9","Saturday",0.7534,0.6781,3,1.3
"77",1325977,2005-02-09,28.5,28.5,28.5,18.6,18.575,18.6,15,0,2005-02-09,1,1,"2","Wednesday",28.5,18.575,15,9.9
"78",1326014,2005-02-25,6.6,6.5,3.3,3.6,3.5,1.8,7,0,2005-02-25,1,1,"2","Friday",6.6,3.5825,7,3
"79",1326028,2005-09-08,51,51,51,17.2,17.16,17.2,8,0,2005-09-08,1,1,"9","Thursday",51,17.16,8,33.8
"80",1326037,2005-03-12,315.8,126,45.1,224,96.17,32,95,98,2005-06-18,6,3,"6","Saturday",19,12.92,9,91.8
"81",1326043,2005-02-15,1,0.9876,1,0,0,0,2,0,2005-02-15,1,1,"2","Tuesday",0.9876,0,2,1
"82",1326059,2005-02-01,89,89,89,60.4,60.4,60.4,56,0,2005-02-01,1,1,"2","Tuesday",89,60.4,56,28.6
"83",1326070,2005-09-12,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-09-12,1,1,"9","Monday",0.5,0.4125,1,0.1
"84",1326085,2005-08-30,0.1,0.1,0.1,0.1,0.0925,0.1,1,0,2005-08-30,1,1,"8","Tuesday",0.1,0.0925,1,0
"85",1326138,2005-02-12,17.9,12.86,8.9,8,8,4,13,0,2005-02-12,1,1,"2","Saturday",17.86,8,13,9.9
"86",1326144,2005-02-07,41.5,13,5.9,29.6,10.75,4.2,73,194,2005-08-20,7,3,"2","Friday",6,3.9,6,11.9
"87",1326167,2005-06-02,6.8,4.9395,3.4,2.7,2.2326,1.3,10,1,2005-06-03,2,1,"6","Friday",1.8728,2.2326,3,4.1
"88",1326175,2005-03-03,93.4,71.3864,23.4,54,41.9469,13.5,23,2,2005-03-05,3,1,"3","Friday",71.3864,41.9469,10,39.4
"89",1326184,2005-02-06,584.6,477.54,116.9,678,470.18,135.6,385,231,2005-09-25,5,2,"2","Sunday",9,123.3715,9,-93.4
"90",1326192,2005-09-29,87,57,43.5,48.5,48.48,24.2,13,1,2005-09-30,2,1,"9","Friday",30,0,4,38.5
"91",1326198,2005-02-07,55.2,42.0345,18.4,13.5,11.36,4.5,19,228,2005-09-23,3,2,"9","Friday",12.0098,2.19,4,41.7
"92",1326203,2005-02-18,11.7,9,5.8,13,13,6.5,9,0,2005-02-18,1,1,"2","Friday",11.688,13,9,-1.3
"93",1326234,2005-02-22,3.5,3.4567,3.5,2.5,2.4691,2.5,7,0,2005-02-22,1,1,"2","Tuesday",3.4567,2.4691,7,1
"94",1326237,2005-02-28,73.7,48.21,18.4,68.6,43.162,17.1,62,78,2005-05-17,3,3,"2","Monday",2,3.9,2,5.10000000000001
"95",1326296,2005-02-02,173.4,29,15.8,148.9,26.25,13.5,282,16,2005-02-18,6,1,"2","Friday",19,25,38,24.5
"96",1326305,2005-09-27,1,1,1,0,0,0,1,0,2005-09-27,1,1,"9","Tuesday",1,0,1,1
"97",1326307,2005-03-03,2905.1,1082.16,415,2688.1,695.16,384,172,60,2005-05-02,7,3,"3","Monday",122.98,192.98,9,217
"98",1326312,2005-02-16,7.7,7.6764,7.7,0,0,0,2,0,2005-02-16,1,1,"2","Wednesday",7.6764,0,2,7.7
"99",1326351,2005-02-01,1789.7,1538.69,894.8,1729.7,1439.15,864.8,576,1,2005-02-02,2,1,"2","Tuesday",1538.69,1439.15,440,60
"100",1326427,2005-06-10,0.1,0.1,0.1,0.1,0.0825,0.1,1,0,2005-06-10,1,1,"6","Friday",0.1,0.0825,1,0
"101",1326429,2005-02-02,1.2,1.2,1.2,1.1,1.11,1.1,1,0,2005-02-02,1,1,"2","Wednesday",1.2,1.11,1,0.0999999999999999
"102",1326436,2005-02-13,29.9,16,14.9,11.2,9,5.6,36,0,2005-02-13,1,1,"2","Sunday",29.8568,11.2344,36,18.7
"103",1326452,2005-03-02,336.8,73.1,16.8,277.9,60.3075,13.9,458,177,2005-08-26,20,5,"4","Saturday",0.6,0.495,3,58.9
"104",1326479,2005-02-05,67.5,8.5,2.2,50,6.5,1.7,135,71,2005-04-17,30,3,"2","Sunday",1,0.5,2,17.5
"105",1326511,2005-07-08,485.5,301,121.4,475.5,290.02,118.9,110,2,2005-07-10,3,1,"7","Sunday",172.5,183.5,36,10
"106",1326533,2005-02-08,1,1,1,0,0,0,2,0,2005-02-08,1,1,"2","Tuesday",1,0,2,1
"107",1326552,2005-03-29,58.5,58.5,58.5,16.5,16.5,16.5,53,0,2005-03-29,1,1,"3","Tuesday",58.5,16.5,53,42
"108",1326564,2005-05-14,0.3,0.2,0.2,0.2,0.165,0.1,3,7,2005-05-21,2,1,"5","Saturday",0.2,0.165,2,0.1
"109",1326575,2005-02-02,2,2,2,0,0,0,1,0,2005-02-02,1,1,"2","Wednesday",2,0,1,2
"110",1326580,2005-07-07,7,7,7,8.7,8.71,8.7,3,0,2005-07-07,1,1,"7","Thursday",7,8.71,3,-1.7
"111",1326589,2005-02-23,7.5,7.5,7.5,8.3,8.325,8.3,6,0,2005-02-23,1,1,"2","Wednesday",7.5,8.325,6,-0.800000000000001
"112",1326592,2005-02-10,178.8,25.6,9.9,149,21.12,8.3,17,225,2005-09-23,18,7,"5","Thursday",12.8,10.56,1,29.8
"113",1326655,2005-09-09,76.2,67,38.1,53.8,48.57,26.9,48,5,2005-09-14,2,1,"9","Friday",9.2,5.2,9,22.4
"114",1326709,2005-02-16,1.4,0.5,0.5,1.2,0.4125,0.4,6,13,2005-03-01,3,2,"2","Saturday",0.5,0.4125,1,0.2
"115",1326754,2005-02-28,62,62,62,32.8,32.75,32.8,62,0,2005-02-28,1,1,"2","Monday",62,32.75,62,29.2
"116",1326780,2005-03-04,26,9,5.2,23.9,9.93,4.8,20,101,2005-06-13,3,2,"3","Monday",11,11.88,5,2.1
"117",1326781,2005-02-09,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-02-09,1,1,"2","Wednesday",0.5,0.4125,1,0.1
"118",1326788,2005-09-28,1,1,1,0.8,0.825,0.8,1,0,2005-09-28,1,1,"9","Wednesday",1,0.825,1,0.2
"119",1326837,2005-02-03,32,32,32,33.5,33.5,33.5,63,0,2005-02-03,1,1,"2","Thursday",32,33.5,63,-1.5
"120",1326855,2005-02-02,18,12,9,6,4,3,14,1,2005-02-03,2,1,"2","Thursday",6,4,6,12
"121",1326861,2005-02-07,76.8,46,15.4,61.6,37.8,12.3,51,7,2005-02-14,3,1,"2","Monday",12,9.9,1,15.2
"122",1326873,2005-06-06,8.1,8.0641,8.1,2,1.9636,2,6,0,2005-06-06,1,1,"6","Monday",8.0641,1.9636,6,6.1
"123",1326882,2005-03-16,43.6,22.7779,10.9,31.6,15.3089,7.9,60,5,2005-03-21,4,1,"3","Friday",1.107,0.3907,3,12
"124",1326900,2005-04-04,4.5,2.5,2.2,3.4,1.75,1.7,6,0,2005-04-04,1,1,"4","Monday",4.5,3.4,6,1.1
"125",1326907,2005-03-01,6.4,3,0.9,3.3,1.26,0.5,11,205,2005-09-22,7,2,"9","Thursday",0.2,0.165,1,3.1
"126",1326915,2005-07-16,0.5,0.5,0.5,0,0,0,1,0,2005-07-16,1,1,"7","Saturday",0.5,0,1,0.5
"127",1326919,2005-02-05,10.8,7,2.7,7.7,5.25,1.9,19,228,2005-09-21,4,3,"3","Saturday",7,5.25,14,3.1
"128",1326921,2005-02-18,305.9,72.5,17,268.3,54.855,14.9,226,200,2005-09-06,18,5,"8","Saturday",1,1.5,2,37.6
"129",1326959,2005-03-13,7.2,5.69,3.6,5.7,3.94,2.8,10,0,2005-03-13,1,1,"3","Sunday",7.19,5.69,10,1.5
"130",1326962,2005-03-18,3,3,3,0,0,0,1,0,2005-03-18,1,1,"3","Friday",3,0,1,3
"131",1326967,2005-02-13,9.8,7.75,4.9,6.2,5.2,3.1,16,1,2005-02-14,2,1,"2","Monday",7.75,5.2,14,3.6
"132",1326968,2005-02-03,2,2,2,2,2,2,2,0,2005-02-03,1,1,"2","Thursday",2,2,2,0
"133",1326977,2005-02-08,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-02-08,1,1,"2","Tuesday",0.5,0.4125,1,0.1
"134",1326986,2005-02-02,10062.2,1242.5,457.4,10416,1133.75,473.5,11671,26,2005-02-28,21,1,"2","Saturday",1242.5,1020.5,1442,-353.799999999999
"135",1326991,2005-05-07,40.3,39.2156,20.2,23.3,21.8038,11.6,25,3,2005-05-10,2,1,"5","Saturday",39.2156,21.8038,24,17
"136",1327005,2005-02-02,36,34,18,1,1,0.5,7,18,2005-02-20,2,1,"2","Sunday",34,0,5,35
"137",1327015,2005-04-08,5.3,2,1.1,4.4,1.65,0.9,5,20,2005-04-28,5,1,"4","Friday",0.8,0.66,1,0.899999999999999
"138",1327026,2005-02-03,10.7,10.68,10.7,4.2,4.22,4.2,5,0,2005-02-03,1,1,"2","Thursday",10.68,4.22,5,6.5
"139",1327038,2005-09-11,18.1,17.43,9.1,17,16.9782,8.5,11,1,2005-09-12,2,1,"9","Monday",0.6704,0,1,1.1
"140",1327056,2005-09-27,10,7,5,6.7,6.6544,3.3,7,3,2005-09-30,2,1,"9","Friday",7,0,4,3.3
"141",1327061,2005-02-02,174.7,41.4425,9.7,135,29.7081,7.5,101,90,2005-05-03,18,4,"3","Tuesday",0.5602,0,1,39.7
"142",1327070,2005-02-16,3595.1,3581.6,1797.5,3436.8,3424.18,1718.4,1286,225,2005-09-29,2,2,"2","Thursday",13.5,12.6108,11,158.3
"143",1327092,2005-09-30,44,43.9759,44,19.8,19.8409,19.8,66,0,2005-09-30,1,1,"9","Friday",43.9759,19.8409,66,24.2
"144",1327120,2005-03-08,3.8,2.2,1.9,3.3,1.815,1.6,7,4,2005-03-12,2,1,"3","Saturday",2.2,1.815,6,0.5
"145",1327141,2005-04-02,617,261,88.1,605.4,249,86.5,170,164,2005-09-13,7,4,"9","Saturday",103,85.35,33,11.6
"146",1327179,2005-03-14,51.4,14.4,3.7,42.4,11.88,3,14,119,2005-07-11,14,5,"4","Thursday",0.5,0.4125,1,9
"147",1327211,2005-05-21,25,25,25,22.5,22.5,22.5,50,0,2005-05-21,1,1,"5","Saturday",25,22.5,50,2.5
"148",1327214,2005-02-12,0.5,0.5,0.5,0,0,0,1,0,2005-02-12,1,1,"2","Saturday",0.5,0,1,0.5
"149",1327234,2005-04-26,109.8,79.0121,54.9,103.4,75.9223,51.7,55,1,2005-04-27,2,1,"4","Tuesday",79.0121,75.9223,36,6.39999999999999
"150",1327238,2005-07-24,2.6,1.9517,1.3,0,0,0,3,48,2005-09-10,2,2,"7","Saturday",0.6125,0,1,2.6
"151",1327245,2005-08-30,13.1,4.8,3.3,11.3,4.1625,2.8,11,25,2005-09-24,4,2,"9","Saturday",4.8,3.96,2,1.8
"152",1327258,2005-02-06,391.2,78,15,340.7,137.02,13.1,420,227,2005-09-21,22,6,"9","Thursday",3,2.475,4,50.5
"153",1327265,2005-02-02,15,15,15,3,3,3,6,0,2005-02-02,1,1,"2","Wednesday",15,3,6,12
"154",1327280,2005-02-03,2669.5,760.5,242.7,2588.4,698.55,235.3,544,25,2005-02-28,11,1,"2","Friday",59,46.8,9,81.0999999999999
"155",1327333,2005-03-08,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-03-08,1,1,"3","Tuesday",0.5,0.4125,1,0.1
"156",1327349,2005-02-02,24.2,23,12.1,5.7,5.65,2.8,26,0,2005-02-02,1,1,"2","Wednesday",24.2056,5.65,26,18.5
"157",1327369,2005-07-12,16,16,16,8.5,8.5,8.5,16,0,2005-07-12,1,1,"7","Tuesday",16,8.5,16,7.5
"158",1327389,2005-02-23,65.6,31.42,13.1,43.6,23.2,8.7,57,3,2005-02-26,3,1,"2","Friday",21.6,2,17,22
"159",1327392,2005-04-01,3,3,3,2,1.95,2,3,0,2005-04-01,1,1,"4","Friday",3,1.95,3,1
"160",1327419,2005-03-07,135.3,32,9,112.3,26.4,7.5,13,169,2005-08-23,15,5,"5","Tuesday",4,3.3,1,23
"161",1327447,2005-02-02,51.9,29.73,10.4,11.7,11.73,2.3,23,5,2005-02-07,5,1,"2","Friday",2,0,2,40.2
"162",1327465,2005-02-08,235,141,58.8,186.2,111.9,46.6,233,11,2005-02-19,4,1,"2","Saturday",63,56.5,63,48.8
"163",1327469,2005-02-02,6.5,6.4513,6.5,0,0,0,2,0,2005-02-02,1,1,"2","Wednesday",6.4513,0,2,6.5
"164",1327480,2005-03-24,1,1,1,0,0,0,2,0,2005-03-24,1,1,"3","Thursday",1,0,2,1
"165",1327498,2005-06-07,244.9,242.4886,40.8,169.5,167.7335,28.3,43,17,2005-06-24,6,1,"6","Friday",0.4376,0,1,75.4
"166",1327506,2005-02-03,1.5,1.5,1.5,0,0,0,2,0,2005-02-03,1,1,"2","Thursday",1.5,0,2,1.5
"167",1327561,2005-02-12,2.6,1.6,1.3,2.1,1.32,1.1,26,21,2005-03-05,2,2,"2","Saturday",1.6,1.32,16,0.5
"168",1327567,2005-03-25,27.4,26.45,13.7,5.5,5.45,2.7,44,64,2005-05-28,2,2,"3","Friday",26.45,5.45,42,21.9
"169",1327584,2005-04-07,0.2,0.2,0.2,0.2,0.165,0.2,1,0,2005-04-07,1,1,"4","Thursday",0.2,0.165,1,0
"170",1327618,2005-04-11,58.8,26.6297,8.4,28.9,11.4702,4.1,69,149,2005-09-07,7,4,"8","Tuesday",6.0335,5.7613,9,29.9
"171",1327620,2005-02-03,10,10,10,0,0,0,4,0,2005-02-03,1,1,"2","Thursday",10,0,4,10
"172",1327627,2005-02-02,48,48,48,32.5,32.45,32.5,81,0,2005-02-02,1,1,"2","Wednesday",48,32.45,81,15.5
"173",1327631,2005-02-04,171.6,123.6143,19.1,132.2,97.7958,14.7,353,89,2005-05-04,9,3,"2","Saturday",0.9739,0,2,39.4
"174",1327632,2005-09-15,12,11.9686,12,12,11.9887,12,21,0,2005-09-15,1,1,"9","Thursday",11.9686,11.9887,21,0
"175",1327664,2005-05-21,292.2,91.4,20.9,323.6,106.1648,23.1,188,132,2005-09-30,14,3,"9","Friday",5.4044,0,2,-31.4
"176",1327667,2005-09-17,9,6,4.5,1,1,0.5,5,1,2005-09-18,2,1,"9","Saturday",6,0,3,8
"177",1327670,2005-02-02,19.1,7.5,4.8,6.3,3,1.6,27,211,2005-09-01,3,2,"2","Sunday",7.5,1.5,12,12.8
"178",1327682,2005-03-11,4,4,4,3,3,3,8,0,2005-03-11,1,1,"3","Friday",4,3,8,1
"179",1327688,2005-02-03,889.3,160.2,42.3,859.7,149.35,40.9,689,73,2005-04-17,18,3,"2","Wednesday",29.7653,25.9473,25,29.5999999999999
"180",1327695,2005-02-04,10.3,8.5,0.9,6.7,5.25,0.6,29,183,2005-08-06,10,4,"2","Friday",0.1,0.0825,1,3.6
"181",1327696,2005-02-15,78.5,54,26.2,51.8,44.05,17.3,57,7,2005-02-22,3,1,"2","Tuesday",17.5,7.8,18,26.7
"182",1327714,2005-03-03,1962.8,1542.72,151,1693.8,1298.775,130.3,813,209,2005-09-28,10,3,"8","Thursday",4,3.3,1,269
"183",1327740,2005-09-18,558.6,237.795,69.8,776.4,395.6616,97.1,284,10,2005-09-28,6,1,"9","Wednesday",214.5763,519.2116,148,-217.8
"184",1327743,2005-02-08,50.5,46,25.2,20.5,19.29,10.3,25,0,2005-02-08,1,1,"2","Tuesday",50.5,20.54,25,30
"185",1327749,2005-04-02,82.4,67,20.6,62.2,52.35,15.6,58,176,2005-09-25,4,3,"4","Saturday",67,52.35,48,20.2
"186",1327753,2005-02-04,92,22,7.7,56.2,15.75,4.7,168,44,2005-03-20,12,2,"2","Friday",1,0,2,35.8
"187",1327755,2005-09-02,20.8,6,5.2,17.2,4.95,4.3,4,12,2005-09-14,4,1,"9","Wednesday",6,4.95,1,3.6
"188",1327826,2005-02-11,1363,298,64.9,1336.5,280.9,63.6,781,134,2005-06-25,20,2,"2","Friday",59.5,54.4,71,26.5
"189",1327851,2005-09-15,97.3,97.3399,97.3,37,37.0052,37,8,0,2005-09-15,1,1,"9","Thursday",97.3399,37.0052,8,60.3
"190",1327876,2005-04-02,381,376,190.5,326.2,326.225,163.1,109,1,2005-04-03,2,1,"4","Saturday",376,326.225,105,54.8
"191",1327877,2005-04-11,2.3,2.2896,2.3,1.1,1.1448,1.1,4,0,2005-04-11,1,1,"4","Monday",2.2896,1.1448,4,1.2
"192",1327878,2005-03-27,3.5,3.5,3.5,2,1.95,2,6,0,2005-03-27,1,1,"3","Sunday",3.5,1.95,6,1.5
