"","UserID","First_TransDate_Ga","Total_Stakes_Ga","Max_Stakes_Ga","Mean_Stakes_Ga","Total_Winnings_Ga","Max_Winnings_Ga","Mean_Winnings_Ga","Total_Bets_Ga","Length_Play_Ga","LastDay_Ga","No_Days_Played_Ga","No_Months_Played_Ga","Most_Played_Month_Ga","MostPlayed_Day_Ga","Stakes_Last_Day_Ga","Winnings_Last_Day_Ga","Bets_Last_Day_Ga","Profit_Ga"
"667",1336448,2005-03-05,74.5,30.46,12.4,64.8,35.997,10.8,45,105,2005-06-18,6,3,"3","Saturday",1,0,1,9.7
"668",1336501,2005-02-20,316.4,169.12,52.7,206.7,105.62,34.5,130,3,2005-02-23,4,1,"2","Monday",7,5.85,7,109.7
"669",1336504,2005-02-06,24958,12359.88,2495.8,20732.9,11360.6,2073.3,492,183,2005-08-08,9,3,"4","Friday",750,250,9,4225.1
"670",1336510,2005-06-06,43.9,29,8.8,25.2,10,5,15,83,2005-08-28,5,2,"8","Thursday",5,10,1,18.7
"671",1336610,2005-07-10,0.6,0.6444,0.6,0.6,0.6444,0.6,1,0,2005-07-10,1,1,"7","Sunday",0.6444,0.6444,1,0
"672",1336618,2005-02-08,257.6,73.2649,13.6,203.7,63.1096,10.7,430,226,2005-09-22,18,5,"2","Thursday",5.5247,6.1829,11,53.9
"673",1336625,2005-03-14,18.2,12.5,4.5,15,10.3125,3.8,5,20,2005-04-03,4,2,"3","Sunday",0.5,0.4125,1,3.2
"674",1336662,2005-02-06,51.3,26.5236,12.8,44.1,32.5517,11,29,13,2005-02-19,3,1,"2","Sunday",26.5236,32.5517,12,7.2
"675",1336704,2005-08-16,36,23,18,13,8,6.5,23,2,2005-08-18,2,1,"8","Thursday",23,8,10,23
"676",1336708,2005-02-17,63.9,14.4,5.8,52.7,11.88,4.8,16,225,2005-09-30,11,4,"9","Friday",4.8,3.96,1,11.2
"677",1336747,2005-02-11,253.3,105.32,31.7,159.2,80.57,19.9,217,204,2005-09-03,8,4,"2","Friday",7,0,7,94.1
"678",1336811,2005-02-19,346.4,117.51,34.6,290.1,116.37,29,286,34,2005-03-25,10,2,"3","Friday",15,5.06,20,56.3
"679",1336817,2005-02-07,24.5,24,12.2,10,10,5,48,4,2005-02-11,2,1,"2","Friday",24,10,47,14.5
"680",1336822,2005-03-09,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-03-09,1,1,"3","Wednesday",0.5,0.4125,1,0.1
"681",1336846,2005-08-01,5.5,5.5,5.5,5.2,5.25,5.2,10,0,2005-08-01,1,1,"8","Monday",5.5,5.25,10,0.3
"682",1336889,2005-08-28,101.2,100.5578,50.6,99.2,99.2385,49.6,13,17,2005-09-14,2,2,"8","Sunday",100.5578,99.2385,12,2
"683",1336908,2005-02-06,917.2,817,305.7,719.5,632.025,239.8,289,1,2005-02-07,2,1,"2","Sunday",817,632.025,198,197.7
"684",1336918,2005-03-29,144.4,85.2,72.2,148.8,105.7,74.4,68,1,2005-03-30,2,1,"3","Tuesday",59.21,43.06,27,-4.40000000000001
"685",1336920,2005-06-27,1,1,1,0,0,0,1,0,2005-06-27,1,1,"6","Monday",1,0,1,1
"686",1336952,2005-05-09,18.4,11.7647,6.1,0,0,0,9,1,2005-05-10,2,1,"5","Monday",1.6806,0,2,18.4
"687",1336959,2005-02-27,3,3,3,2,2,2,5,0,2005-02-27,1,1,"2","Sunday",3,2,5,1
"688",1337006,2005-02-27,14.2,7.25,7.1,8.8,6.5,4.4,27,170,2005-08-16,2,2,"2","Sunday",7.25,6.5,13,5.4
"689",1337015,2005-09-24,83.7,34.9,16.7,44.8,34.9,9,39,5,2005-09-29,5,1,"9","Monday",16,0,3,38.9
"690",1337028,2005-07-11,338.7,227.7558,84.7,309.2,209.1193,77.3,350,4,2005-07-15,3,1,"7","Monday",106.8651,98.6753,207,29.5
"691",1337055,2005-05-10,218,76.77,19.8,190.6,70.26,17.3,303,123,2005-09-10,11,2,"5","Saturday",2,1,4,27.4
"692",1337082,2005-02-26,0.1,0.1,0.1,0.1,0.0825,0.1,1,0,2005-02-26,1,1,"2","Saturday",0.1,0.0825,1,0
"693",1337110,2005-08-28,1,0.9857,1,1,0.9857,1,2,0,2005-08-28,1,1,"8","Sunday",0.9857,0.9857,2,0
"694",1337141,2005-02-26,224.7,71.5038,32.1,185.8,64.2697,26.5,91,4,2005-03-02,5,2,"2","Saturday",25.5997,19.7849,11,38.9
"695",1337152,2005-06-05,1764.1,147.8415,55.1,1656.5,151.6451,51.8,1605,117,2005-09-30,32,4,"6","Friday",61.005,44.5173,31,107.6
"696",1337159,2005-05-04,1.2,1,0.6,0.2,0.165,0.1,2,0,2005-05-04,1,1,"5","Wednesday",1.2,0.165,2,1
"697",1337163,2005-02-12,558.5,252,50.8,514.2,235,46.7,405,219,2005-09-19,9,3,"2","Monday",5.5,2.25,11,44.3
"698",1337169,2005-02-06,234.2,177.73,117.1,203.7,153.23,101.8,122,2,2005-02-08,2,1,"2","Sunday",56.5,50.44,51,30.5
"699",1337274,2005-02-06,408.2,381.9861,102,352,351.963,88,22,10,2005-02-16,4,1,"2","Monday",1.3857,0,1,56.2
"700",1337276,2005-09-22,55,54.9716,55,81.1,81.0708,81.1,32,0,2005-09-22,1,1,"9","Thursday",54.9716,81.0708,32,-26.1
"701",1337292,2005-02-15,16.8,10.1328,5.6,9,7.3557,3,15,87,2005-05-13,3,2,"2","Friday",5.5,0,2,7.8
"702",1337294,2005-03-17,20,17,10,9.5,9.5,4.8,17,1,2005-03-18,2,1,"3","Friday",3,0,3,10.5
"703",1337321,2005-02-07,28.8,21.5,7.2,15.5,11.5,3.9,28,109,2005-05-27,4,2,"2","Friday",21.5,11.5,20,13.3
"704",1337367,2005-08-22,34.8,6,3.2,29.2,4.995,2.7,10,32,2005-09-23,11,2,"9","Friday",4.8,3.96,1,5.6
"705",1337416,2005-02-06,76,76,76,33,33,33,38,0,2005-02-06,1,1,"2","Sunday",76,33,38,43
"706",1337443,2005-02-06,37,22.5,18.5,39.5,21,19.8,40,2,2005-02-08,2,1,"2","Sunday",22.5,21,29,-2.5
"707",1337488,2005-09-26,2082.7,1170.1324,1041.4,2428.2,1424.7603,1214.1,67,1,2005-09-27,2,1,"9","Monday",1170.1324,1424.7603,22,-345.5
"708",1337564,2005-07-02,36,36,36,17.9,17.875,17.9,12,0,2005-07-02,1,1,"7","Saturday",36,17.875,12,18.1
"709",1337625,2005-03-19,0.8,0.8,0.8,0.7,0.66,0.7,1,0,2005-03-19,1,1,"3","Saturday",0.8,0.66,1,0.1
"710",1337657,2005-02-07,1.1,1.11,1.1,0.6,0.61,0.6,2,0,2005-02-07,1,1,"2","Monday",1.11,0.61,2,0.5
"711",1337658,2005-02-14,6.4,4.032,2.1,4,4.032,1.3,4,202,2005-09-04,2,2,"2","Monday",1.3408,0,1,2.4
"712",1337673,2005-03-05,1,1,1,0,0,0,1,0,2005-03-05,1,1,"3","Saturday",1,0,1,1
"713",1337684,2005-05-18,96.7,73.4,32.2,107.7,97.4,35.9,54,56,2005-07-13,3,2,"7","Wednesday",8.25,6.25,10,-11
"714",1337688,2005-02-06,131,131,131,140.4,140.4,140.4,25,0,2005-02-06,1,1,"2","Sunday",131,140.4,25,-9.40000000000001
"715",1337691,2005-05-25,17.9,12.3249,9,11.8,9.1037,5.9,28,1,2005-05-26,2,1,"5","Thursday",5.6022,2.7227,9,6.1
"716",1337697,2005-02-06,378,142.678,34.4,324,112.5775,29.5,424,117,2005-06-03,11,3,"2","Friday",0.7208,0,1,54
"717",1337712,2005-06-25,6.4,6.4,6.4,5.3,5.28,5.3,1,0,2005-06-25,1,1,"6","Saturday",6.4,5.28,1,1.1
"718",1337756,2005-05-31,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-05-31,1,1,"5","Tuesday",0.5,0.4125,1,0.1
"719",1337759,2005-02-07,332.9,140.5,37,247.5,114,27.5,134,182,2005-08-08,6,4,"7","Monday",107.39,77.34,48,85.4
"720",1337771,2005-03-27,97,64.8,32.4,81.6,54.3,27.2,110,159,2005-09-02,2,2,"3","Sunday",27,23.06,27,15.4
"721",1337839,2005-02-10,115.4,74,19.2,109.3,72.35,18.2,115,30,2005-03-12,6,2,"2","Thursday",0.4,0.33,1,6.10000000000001
"722",1337887,2005-02-06,11.2,7.6764,5.6,7.6,6.1412,3.8,17,0,2005-02-06,1,1,"2","Sunday",11.1764,7.6412,17,3.6
"723",1337912,2005-02-24,366.1,44.6968,11.4,281.3,41.6096,8.8,333,123,2005-06-27,31,5,"4","Monday",8.0641,6.7201,6,84.8
"724",1337913,2005-07-24,34.2,34.2094,34.2,27.4,27.3675,27.4,20,0,2005-07-24,1,1,"7","Sunday",34.2094,27.3675,20,6.8
"725",1337944,2005-08-28,1,1,1,0,0,0,1,0,2005-08-28,1,1,"8","Sunday",1,0,1,1
"726",1338115,2005-02-06,9,9,9,4.8,4.83,4.8,9,0,2005-02-06,1,1,"2","Sunday",9,4.83,9,4.2
"727",1338144,2005-02-23,55.5,22.8482,18.5,16.8,11.4241,5.6,17,18,2005-03-13,3,2,"2","Monday",12.0935,5.3749,9,38.7
"728",1338168,2005-09-07,200.5,31.25,10,301.1,100.0031,15.1,346,23,2005-09-30,13,1,"9","Thursday",11.32,24.45,14,-100.6
"729",1338194,2005-02-07,2.8,1.8,1.4,2.5,1.665,1.2,4,2,2005-02-09,2,1,"2","Monday",1.8,1.665,2,0.3
"730",1338221,2005-02-11,60.5,42,20.2,36,24.45,12,85,211,2005-09-10,3,2,"9","Friday",17.5,11.5,24,24.5
"731",1338255,2005-04-30,3182.7,1542.5,530.5,2958.7,1395,493.1,529,82,2005-07-21,6,3,"5","Friday",433.52,346.95,67,224
"732",1338301,2005-02-06,861.5,531.6,143.6,727.4,396.6,121.2,324,7,2005-02-13,5,1,"2","Sunday",19.1,10,9,134.1
"733",1338315,2005-09-24,12.5,12.5,12.5,1.9,1.87,1.9,7,0,2005-09-24,1,1,"9","Saturday",12.5,1.87,7,10.6
"734",1338341,2005-03-11,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-03-11,1,1,"3","Friday",0.5,0.4125,1,0.1
"735",1338389,2005-02-24,643.8,284,42.9,599.5,304,40,201,77,2005-05-12,11,4,"4","Thursday",37,6,16,44.3
"736",1338399,2005-02-11,48.4,15,2.5,43.1,18,2.3,77,187,2005-08-17,12,3,"2","Wednesday",3.5,1.5,7,5.3
"737",1338475,2005-02-06,53,27,13.2,30.6,21.63,7.7,31,1,2005-02-07,2,1,"2","Monday",32,21.63,19,22.4
"738",1338485,2005-02-07,155.9,138.4334,78,183,141.2156,91.5,112,1,2005-02-08,2,1,"2","Monday",138.4334,141.2156,99,-27.1
"739",1338515,2005-02-21,43.5,39.5,21.8,24,23,12,24,15,2005-03-08,2,2,"2","Monday",39.5,23,21,19.5
"740",1338525,2005-03-07,291.3,140,32.4,247.7,115.81,27.5,104,77,2005-05-23,9,2,"5","Monday",7.5,8.12,6,43.6
"741",1338527,2005-07-10,1.6,1.6,1.6,1.3,1.32,1.3,1,0,2005-07-10,1,1,"7","Sunday",1.6,1.32,1,0.3
"742",1338532,2005-02-07,118.4,118.3603,118.4,105,104.9654,105,20,0,2005-02-07,1,1,"2","Monday",118.3603,104.9654,20,13.4
"743",1338554,2005-02-07,7616.8,7616.7846,7616.8,6629.2,6629.1675,6629.2,300,0,2005-02-07,1,1,"2","Monday",7616.7846,6629.1675,300,987.6
"744",1338570,2005-02-06,162.6,69.8887,40.7,149.2,52.4165,37.3,115,3,2005-02-09,4,1,"2","Monday",30.9123,14.7841,21,13.4
"745",1338581,2005-09-27,612.7,348.6002,153.2,464,361.2892,116,126,3,2005-09-30,4,1,"9","Friday",44.2454,30.3604,9,148.7
"746",1338586,2005-04-28,183.5,183.5,183.5,170.8,170.75,170.8,129,0,2005-04-28,1,1,"4","Thursday",183.5,170.75,129,12.7
"747",1338605,2005-02-08,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-02-08,1,1,"2","Tuesday",0.5,0.4125,1,0.1
"748",1338614,2005-02-26,4,4,4,0,0,0,4,0,2005-02-26,1,1,"2","Saturday",4,0,4,4
"749",1338654,2005-02-16,4.8,4.8,4.8,4.4,4.44,4.4,1,0,2005-02-16,1,1,"2","Wednesday",4.8,4.44,1,0.399999999999999
"750",1338666,2005-05-16,11,11,11,4,4,4,11,0,2005-05-16,1,1,"5","Monday",11,4,11,7
"751",1338675,2005-03-03,43.7,34,21.8,41,28.13,20.5,69,1,2005-03-04,2,1,"3","Friday",9.68,12.88,9,2.7
"752",1338698,2005-05-21,2,2,2,0,0,0,2,0,2005-05-21,1,1,"5","Saturday",2,0,2,2
"753",1338710,2005-03-22,108.3,108.31,108.3,53.3,53.31,53.3,91,0,2005-03-22,1,1,"3","Tuesday",108.31,53.31,91,55
"754",1338714,2005-02-17,7.8,3.2,0.8,6.4,2.64,0.6,10,196,2005-09-01,10,5,"3","Thursday",1.6,1.32,1,1.4
"755",1338724,2005-05-05,0.1,0.1,0.1,0.1,0.0825,0.1,1,0,2005-05-05,1,1,"5","Thursday",0.1,0.0825,1,0
"756",1338728,2005-02-11,15,15,15,12.5,12.48,12.5,11,0,2005-02-11,1,1,"2","Friday",15,12.48,11,2.5
"757",1338772,2005-09-04,3.8,3.75,3.8,3.5,3.45,3.5,3,0,2005-09-04,1,1,"9","Sunday",3.75,3.45,3,0.3
"758",1338783,2005-02-09,81.3,37.6,8.1,71.3,33.48,7.1,86,37,2005-03-18,10,2,"2","Friday",0.2,0.165,2,10
"759",1338835,2005-02-07,0.6,0.5774,0.6,0,0,0,1,0,2005-02-07,1,1,"2","Monday",0.5774,0,1,0.6
"760",1338886,2005-03-01,72.9,55,24.3,57.1,55.9,19,56,1,2005-03-02,2,1,"3","Tuesday",17.4,1.2,6,15.8
"761",1338898,2005-02-10,202,198.5136,50.5,202.1,201.2246,50.5,348,13,2005-02-23,3,1,"2","Thursday",0.4938,0,1,-0.0999999999999943
"762",1338903,2005-02-07,4,4,4,4.3,4.29,4.3,5,0,2005-02-07,1,1,"2","Monday",4,4.29,5,-0.3
"763",1338951,2005-03-10,48.8,22.75,16.2,41.5,20.8,13.8,24,2,2005-03-12,2,1,"3","Saturday",32.75,28.3,17,7.3
"764",1338952,2005-02-06,67,22,6.7,54.8,22.5,5.5,74,139,2005-06-25,8,4,"4","Saturday",1,0,1,12.2
"765",1338956,2005-03-30,234.5,144,78.2,159.5,112,53.2,151,74,2005-06-12,2,2,"3","Wednesday",84.5,44,22,75
"766",1338961,2005-08-15,3.7,3.0983,1.9,0,0,0,3,2,2005-08-17,2,1,"8","Monday",0.6197,0,1,3.7
"767",1338976,2005-02-11,281.5,78.5,21.7,151,69.5,11.6,113,176,2005-08-06,12,5,"2","Monday",7.5,2.5,3,130.5
"768",1338984,2005-03-03,54,51,18,44.4,41.9,14.8,53,23,2005-03-26,3,1,"3","Friday",0.3,0.2475,1,9.6
"769",1338997,2005-02-12,0.5,0.4938,0.5,0,0,0,1,0,2005-02-12,1,1,"2","Saturday",0.4938,0,1,0.5
"770",1339022,2005-05-19,116.5,24,6.1,114.9,31.13,6,116,49,2005-07-07,17,3,"6","Thursday",3,1.38,6,1.59999999999999
"771",1339024,2005-02-13,14.5,14.5,14.5,12.8,12.8,12.8,21,0,2005-02-13,1,1,"2","Sunday",14.5,12.8,21,1.7
"772",1339037,2005-02-06,96.4,51.5,48.2,77.4,39.5,38.7,29,1,2005-02-07,2,1,"2","Monday",44.87,37.875,13,19
"773",1339039,2005-02-09,2.4,0.5,0.5,2,0.4125,0.4,5,230,2005-09-27,5,3,"9","Monday",0.5,0.4125,1,0.4
"774",1339088,2005-02-14,505.6,290.8,24.1,389.6,251,18.6,348,212,2005-09-14,19,6,"3","Friday",1,1,1,116
"775",1339090,2005-04-22,1.5,1.5,1.5,0.5,0.5,0.5,3,0,2005-04-22,1,1,"4","Friday",1.5,0.5,3,1
"776",1339094,2005-02-18,44,44,44,31,31,31,34,0,2005-02-18,1,1,"2","Friday",44,31,34,13
"777",1339137,2005-04-14,0.1,0.1,0.1,0.1,0.0825,0.1,1,0,2005-04-14,1,1,"4","Thursday",0.1,0.0825,1,0
"778",1339169,2005-02-07,13,13.0498,13,6.4,6.3944,6.4,12,0,2005-02-07,1,1,"2","Monday",13.0498,6.3944,12,6.6
"779",1339178,2005-03-04,157.5,148,39.4,135.5,131.07,33.9,130,3,2005-03-07,3,1,"3","Friday",7.5,2.5,8,22
"780",1339212,2005-02-06,0.5,0.5,0.5,0,0,0,1,0,2005-02-06,1,1,"2","Sunday",0.5,0,1,0.5
"781",1339216,2005-09-23,9,9,9,1.2,1.25,1.2,9,0,2005-09-23,1,1,"9","Friday",9,1.25,9,7.8
"782",1339277,2005-02-06,5,5,5,5,5,5,5,0,2005-02-06,1,1,"2","Sunday",5,5,5,0
"783",1339294,2005-02-10,59,29,14.8,39.9,34.86,10,9,18,2005-02-28,4,1,"2","Friday",5,5,1,19.1
"784",1339305,2005-08-02,3,3,3,4,4,4,3,0,2005-08-02,1,1,"8","Tuesday",3,4,3,-1
"785",1339315,2005-02-21,9,4,3,2,1,0.7,9,2,2005-02-23,2,1,"2","Wednesday",5,1,5,7
"786",1339322,2005-02-06,2656.7,690.5272,132.8,2556.8,721.315,127.8,1330,35,2005-03-13,19,2,"2","Sunday",99.4288,43.0858,30,99.8999999999996
"787",1339330,2005-02-06,58.5,58,29.2,73.3,72.93,36.7,30,0,2005-02-06,1,1,"2","Sunday",58.5,73.3425,30,-14.8
"788",1339331,2005-02-08,47.7,47.6531,47.7,32.8,32.7596,32.8,68,0,2005-02-08,1,1,"2","Tuesday",47.6531,32.7596,68,14.9
"789",1339344,2005-02-14,577,150.5,25.1,526.5,145.6,22.9,684,199,2005-09-01,23,4,"3","Sunday",2,0,2,50.5
"790",1339349,2005-02-09,24.8,4,2.8,20.5,3.3,2.3,8,27,2005-03-08,9,2,"2","Saturday",2,1.65,1,4.3
"791",1339365,2005-02-20,210.9,40.79,11.7,207.3,66.46,11.5,145,85,2005-05-16,17,3,"3","Monday",5,0,3,3.59999999999999
"792",1339383,2005-07-15,5,5,5,0,0,0,1,0,2005-07-15,1,1,"7","Friday",5,0,1,5
"793",1339402,2005-02-06,43.5,17,5.4,33.1,21.45,4.1,31,195,2005-08-20,8,3,"2","Saturday",1,1.95,1,10.4
"794",1339437,2005-02-25,1.3,1.2,0.6,1.1,0.99,0.5,2,5,2005-03-02,2,2,"2","Friday",0.1,0.0925,1,0.2
"795",1339466,2005-03-05,193.6,40.12,19.4,143.4,28.62,14.3,171,30,2005-04-04,10,2,"3","Wednesday",11,4,3,50.2
"796",1339472,2005-02-24,1792.5,440.27,66.4,1656.4,358.56,61.3,777,125,2005-06-29,25,4,"3","Friday",2,1,2,136.1
"797",1339509,2005-02-23,227,82.5,37.8,157.2,82.85,26.2,189,11,2005-03-06,5,2,"2","Wednesday",14,3.75,28,69.8
"798",1339516,2005-08-31,2,2,2,12.2,12.16,12.2,2,0,2005-08-31,1,1,"8","Wednesday",2,12.16,2,-10.2
"799",1339529,2005-02-19,13.2,13.2,13.2,6.2,6.2,6.2,15,0,2005-02-19,1,1,"2","Saturday",13.2,6.2,15,7
"800",1339546,2005-02-10,4.6,3,2.3,3.3,2,1.7,3,0,2005-02-10,1,1,"2","Thursday",4.6,3.32,3,1.3
"801",1339548,2005-02-22,577.8,229.71,82.5,582.3,203.72,83.2,419,12,2005-03-06,5,2,"3","Saturday",14.95,8.5,27,-4.5
"802",1339553,2005-02-12,0.5,0.5,0.5,0,0,0,1,0,2005-02-12,1,1,"2","Saturday",0.5,0,1,0.5
"803",1339564,2005-02-19,1,1,1,0,0,0,1,0,2005-02-19,1,1,"2","Saturday",1,0,1,1
"804",1339599,2005-02-19,2509.6,751.8141,179.3,1988.8,552.271,142.1,617,22,2005-03-13,13,2,"2","Saturday",162.3892,95.203,29,520.8
"805",1339613,2005-05-18,1,1,1,0,0,0,1,0,2005-05-18,1,1,"5","Wednesday",1,0,1,1
"806",1339632,2005-02-19,9561.2,1985.4692,162.1,8394,1895.7501,142.3,3437,131,2005-06-30,47,5,"3","Wednesday",741.6318,263.4489,60,1167.2
"807",1339635,2005-02-25,33,23,8.2,19.8,14.25,4.9,42,2,2005-02-27,2,1,"2","Friday",28.5,17,35,13.2
"808",1339680,2005-04-06,14,14,14,16.5,16.5,16.5,14,0,2005-04-06,1,1,"4","Wednesday",14,16.5,14,-2.5
"809",1339697,2005-02-09,162.4,144,23.2,127.1,113.325,18.2,163,7,2005-02-16,6,1,"2","Friday",10.7,9.4975,5,35.3
"810",1339698,2005-02-14,273,214,68.2,141,114,35.2,60,50,2005-04-05,4,2,"2","Tuesday",9,4,6,132
"811",1339715,2005-03-15,63.4,30.0885,4.2,60.4,28.9086,4,100,192,2005-09-23,15,6,"3","Monday",5.4044,11.3842,9,3
"812",1339722,2005-02-12,276,33,8.9,238.8,37.9,7.7,273,183,2005-08-14,31,6,"5","Saturday",13,3.08,13,37.2
"813",1339748,2005-02-07,1145.9,232.09,88.1,970.9,237.09,74.7,611,144,2005-07-01,13,4,"2","Thursday",67.76,27.76,18,175
"814",1339753,2005-04-02,85,53,17,92.5,51.5,18.5,53,139,2005-08-19,4,3,"4","Tuesday",15,18,11,-7.5
"815",1339762,2005-02-07,937.9,937.933,937.9,578.8,578.8106,578.8,8,0,2005-02-07,1,1,"2","Monday",937.933,578.8106,8,359.1
"816",1339783,2005-02-09,22,11.5,11,8,7,4,25,2,2005-02-11,2,1,"2","Friday",11.5,1,10,14
"817",1339788,2005-05-20,2,2,2,0.5,0.5,0.5,2,0,2005-05-20,1,1,"5","Friday",2,0.5,2,1.5
"818",1339806,2005-02-07,41.5,41,20.8,24.2,23.75,12.1,21,1,2005-02-08,2,1,"2","Monday",0.5,0.4125,1,17.3
"819",1339824,2005-03-07,2,2,2,1.6,1.65,1.6,1,0,2005-03-07,1,1,"3","Monday",2,1.65,1,0.4
"820",1339836,2005-03-24,4,4,4,10,10,10,2,0,2005-03-24,1,1,"3","Thursday",4,10,2,-6
"821",1339838,2005-06-25,55.6,28.06,13.9,40.2,21.35,10.1,64,18,2005-07-13,4,2,"6","Saturday",7,6.21,12,15.4
"822",1339844,2005-02-22,570.7,201.38,51.9,557.5,168.93,50.7,322,212,2005-09-22,9,2,"9","Thursday",19.3,30.0013,18,13.2
"823",1339860,2005-06-20,42.2,42.25,42.2,27.2,27.25,27.2,40,0,2005-06-20,1,1,"6","Monday",42.25,27.25,40,15
"824",1339867,2005-02-07,115,66.5,23,93,61.625,18.6,92,93,2005-05-11,5,3,"2","Friday",12.5,6.85,13,22
"825",1339928,2005-02-07,10,10,10,0,0,0,1,0,2005-02-07,1,1,"2","Monday",10,0,1,10
"826",1339960,2005-02-24,2,2,2,1,1,1,2,0,2005-02-24,1,1,"2","Thursday",2,1,2,1
"827",1339999,2005-02-15,63.2,35.2,7,42.1,17.5,4.7,63,223,2005-09-26,9,3,"9","Saturday",1.5,1.2375,2,21.1
"828",1340024,2005-02-07,0.5,0.5,0.5,0.4,0.4125,0.4,1,0,2005-02-07,1,1,"2","Monday",0.5,0.4125,1,0.1
"829",1340027,2005-02-14,18.6,12.84,9.3,22.1,16.338,11.1,13,0,2005-02-14,1,1,"2","Monday",18.6137,22.1117,13,-3.5
"830",1340028,2005-02-28,0.9,0.5,0.2,0.7,0.4125,0.2,5,206,2005-09-22,4,4,"2","Thursday",0.1,0.0825,1,0.2
"831",1340038,2005-02-07,68,68,68,42,42,42,12,0,2005-02-07,1,1,"2","Monday",68,42,12,26
"832",1340039,2005-02-15,357.6,341.8607,59.6,338.7,326.0339,56.5,456,55,2005-04-11,6,2,"2","Sunday",3.9143,2.2409,5,18.9
"833",1340059,2005-03-23,112.1,29.5,16,61.5,24.5,8.8,171,34,2005-04-26,5,2,"4","Friday",33.85,20.355,32,50.6
"834",1340070,2005-07-10,1.4,0.4971,0.5,0.3,0.33,0.1,3,11,2005-07-21,3,1,"7","Monday",0.4,0.33,1,1.1
"835",1340086,2005-02-11,8,8,8,3.6,3.57,3.6,8,0,2005-02-11,1,1,"2","Friday",8,3.57,8,4.4
"836",1340162,2005-02-07,161.7,130.3879,53.9,124.2,121.3409,41.4,138,191,2005-08-17,3,2,"8","Monday",2.4786,2.838,3,37.5
"837",1340183,2005-03-10,1249.4,575.79,73.5,1149,545.26,67.6,805,59,2005-05-08,17,3,"3","Thursday",33.67,25.83,52,100.4
"838",1340241,2005-02-28,23,22.9624,23,12.3,12.3454,12.3,12,0,2005-02-28,1,1,"2","Monday",22.9624,12.3454,12,10.7
"839",1340267,2005-04-25,2,2,2,2,2,2,4,0,2005-04-25,1,1,"4","Monday",2,2,4,0
"840",1340269,2005-03-03,17.8,4.6436,1.8,10.2,3.0957,1,26,18,2005-03-21,7,1,"3","Friday",0.516,0,1,7.6
"841",1340303,2005-02-17,4.6,2.4,1.5,3.8,1.98,1.3,4,3,2005-02-20,3,1,"2","Friday",1,0.825,2,0.8
"842",1340306,2005-02-07,36,35,18,21,21,10.5,28,0,2005-02-07,1,1,"2","Monday",36,21,28,15
"843",1340353,2005-02-25,243.8,216.472,40.6,224.2,204.3558,37.4,91,114,2005-06-19,4,3,"2","Friday",219.472,204.3558,66,19.6
"844",1340362,2005-02-18,8,6,4,6,6,3,4,0,2005-02-18,1,1,"2","Friday",8,6,4,2
"845",1340374,2005-06-14,1,1,1,1.5,1.5,1.5,2,0,2005-06-14,1,1,"6","Tuesday",1,1.5,2,-0.5
"846",1340376,2005-05-23,4.9,3.62,2.4,1.1,0.63,0.6,9,1,2005-05-24,2,1,"5","Monday",1.26,0.63,2,3.8
"847",1340391,2005-09-02,49.4,9.31,4.9,43.9,10.47,4.4,67,22,2005-09-24,10,1,"9","Saturday",6.14,3.97,9,5.5
"848",1340400,2005-02-21,0.5,0.5,0.5,0,0,0,1,0,2005-02-21,1,1,"2","Monday",0.5,0,1,0.5
"849",1340471,2005-03-02,52.5,32.5,10.5,44.6,25.81,8.9,62,16,2005-03-18,5,1,"3","Friday",6,3.72,7,7.9
"850",1340567,2005-02-09,2,2,2,1,1,1,2,0,2005-02-09,1,1,"2","Wednesday",2,1,2,1
"851",1340631,2005-02-07,374.2,135.25,53.5,331.4,132.96,47.3,231,5,2005-02-12,5,1,"2","Monday",1,0,1,42.8
"852",1340634,2005-06-12,4,4,4,1,1,1,4,0,2005-06-12,1,1,"6","Sunday",4,1,4,3
"853",1340641,2005-02-19,117,110,58.5,9.8,9.75,4.9,31,83,2005-05-13,2,2,"2","Friday",7,0,7,107.2
"854",1340655,2005-02-24,0.3,0.3,0.3,0.2,0.2475,0.2,3,0,2005-02-24,1,1,"2","Thursday",0.3,0.2475,3,0.1
"855",1340679,2005-03-09,49.5,25.4675,16.5,21,10.7232,7,51,150,2005-08-06,2,2,"8","Saturday",39.4675,20.9732,45,28.5
"856",1340684,2005-02-07,8,8,8,6.6,6.6,6.6,1,0,2005-02-07,1,1,"2","Monday",8,6.6,1,1.4
"857",1340687,2005-02-07,5,5,5,2.2,2.25,2.2,9,0,2005-02-07,1,1,"2","Monday",5,2.25,9,2.8
"858",1340736,2005-09-08,2.8,2.75,2.8,1.8,1.75,1.8,5,0,2005-09-08,1,1,"9","Thursday",2.75,1.75,5,1
"859",1340761,2005-04-19,7.4,2,0.7,6.1,1.65,0.6,21,39,2005-05-28,11,2,"5","Tuesday",0.8,0.66,1,1.3
"860",1340767,2005-05-18,121.5,99.5,60.7,99,70,49.5,97,1,2005-05-19,2,1,"5","Thursday",21.96,29,18,22.5
