,label,adress,energy1,energy1label,energy2,energy2label,pricesquare,informationlist
298,Publiée le 3 déc. 2019 | Réf. de l’annonce : Morilles_T3_ancien_DI,Roubaix 59100 (Sainte-Elisabeth),,D,En cours de réalisation,NA,1 051 €/m²,"['66 200 €', 'Estimez votre mensualité', '63 m²', '3 pièces', '2 chambres', 'Chauffage : gaz collectif', 'Dernier étage (sur 4)', 'Réf. de l’annonce : Morilles_T3_ancien_DI', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
299,Publiée le 3 déc. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : ionesco_T3_ANCIEN_KB,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),,D,En cours de réalisation,NA,1 193 €/m²,"['75 150 €', 'Estimez votre mensualité', '63 m²', '3 pièces', '2 chambres', 'Chauffage : gaz collectif', 'Cave', 'Dernier étage (sur 4)', 'Réf. de l’annonce : ionesco_T3_ANCIEN_KB', 'Publiée le 3 déc. 2019', 'Modifiée le 5 déc. 2019', 'Signaler une anomalie sur cette annonce']"
300,Publiée le 3 déc. 2019 | Réf. de l’annonce : Bld_Halluin_T3_63_DI,Tourcoing 59200 (Brun Pain - Francs - Clinquet),,D,En cours de réalisation,NA,1 490 €/m²,"['93 900 €', 'Estimez votre mensualité', '63 m²', '3 pièces', '2 chambres', 'Réf. de l’annonce : Bld_Halluin_T3_63_DI', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
301,Publiée il y a plus de 1 mois | Modifiée le 4 déc. 2019 | Réf. de l’annonce : 26493850,Tourcoing 59200 (Blanche Porte - Flocon),224,D,10,B,2 397 €/m²,"['Prix\u202f: 151 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '63 m²', '3 pièces', '2 chambres', '1 balcon', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle de bain', '1 WC', '1 parking intérieur', 'Dernier étage (sur 4)', 'Ascenseur', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 26493850', 'Publiée il y a plus de 1 mois', 'Modifiée le 4 déc. 2019', 'Signaler une anomalie sur cette annonce']"
302,Publiée le 23 oct. 2019 | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 911,Roubaix 59100 (Barbieux - Edouard Vaillant - Vauban),Non soumis,NA,En cours de réalisation,NA,5 304 €/m²,"['Prix\u202f: 333 091 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '62,80 m²', '2 pièces', '1 chambre', '1 salle de bain', 'Rez-de-chaussée', 'Réf. de l’annonce : 911', 'Publiée le 23 oct. 2019', 'Modifiée le 10 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
303,Publiée le 3 déc. 2019 | Réf. de l’annonce : bdhalluin_T2_DI,Tourcoing 59200 (Orions - Pont Rompu),,D,En cours de réalisation,NA,1 403 €/m²,"['87 000 €', 'Estimez votre mensualité', '62 m²', '2 pièces', '1 chambre', 'Réf. de l’annonce : bdhalluin_T2_DI', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
304,Publiée il y a plus de 1 mois | Modifiée le 7 déc. 2019 | Réf. de l’annonce : 26188908,Roubaix 59100 (Centre-ville - Crouy),341,F,79,F,1 500 €/m²,"['Prix\u202f: 93 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '62 m²', '3 pièces', '2 chambres', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 salle de bain', '1 WC', 'Dernier étage (sur 2)', 'Construit en 1900', 'Interphone', 'Réf. de l’annonce : 26188908', 'Publiée il y a plus de 1 mois', 'Modifiée le 7 déc. 2019', 'Signaler une anomalie sur cette annonce']"
305,Publiée le 19 nov. 2019 | Réf. de l’annonce : 28302268,Tourcoing 59200,226,D,52,E,1 516 €/m²,"['Prix\u202f: 94 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '62 m²', '3 pièces', '2 chambres', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 cave', '1 salle de bain', '1 WC', '1 box', 'Dernier étage (sur 4)', 'Construit en 1980', 'Réf. de l’annonce : 28302268', 'Publiée le 19 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
306,Publiée il y a plus de 1 mois | Modifiée le 4 déc. 2019 | Réf. de l’annonce : 25557293,Tourcoing 59200 (Centre-ville),138,C,32,D,1 677 €/m²,"['Prix\u202f: 104 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '62 m²', '2 pièces', '1 chambre', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 cave', '1 salle de bain', '1 WC', '2e étage (sur 5)', 'Construit en 1967', 'Ascenseur', 'Digicode', 'Interphone', 'Réf. de l’annonce : 25557293', 'Publiée il y a plus de 1 mois', 'Modifiée le 4 déc. 2019', 'Signaler une anomalie sur cette annonce']"
307,Publiée le 29 nov. 2019 | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 72513,Tourcoing 59200,47,A,11,C,2 613 €/m²,"['Prix\u202f: 171 000 €, honoraires : 5,56% TTC inclus à la charge de l’acquéreur (162 000 € hors honoraires)', 'Estimez votre mensualité', '62 m²', '3 pièces', '2 chambres', 'Exposé Sud', 'Chauffage : gaz individuel', '1 salle de bain', '1 place de parking', 'Rez-de-chaussée', 'Ascenseur', 'Interphone', 'Réf. de l’annonce : 72513', 'Publiée le 29 nov. 2019', 'Modifiée le 10 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
308,Publiée le 22 nov. 2019 | Modifiée le 23 nov. 2019 | Réf. de l’annonce : TAPP421085,Tourcoing 59200 (Virolois),Non soumis,NA,Non soumis,NA,1 676 €/m²,"['Prix\u202f: 103 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '61,75 m²', '3 pièces', '2 chambres', 'Chauffage : Individuel', '1 salle de bain', '2e étage', 'Mandat en exclusivité', 'Réf. de l’annonce : TAPP421085', 'Publiée le 22 nov. 2019', 'Modifiée le 23 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
309,Publiée le 3 déc. 2019 | Réf. de l’annonce : claudel_T3_ANCIEN_DI,Roubaix 59100 (Anseele - Motte Bossut),,D,En cours de réalisation,NA,1 001 €/m²,"['61 040 €', 'Estimez votre mensualité', '61 m²', '3 pièces', '2 chambres', '1 salle de bain', 'Réf. de l’annonce : claudel_T3_ANCIEN_DI', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
310,Publiée il y a plus de 1 mois | Modifiée le 4 déc. 2019 | Réf. de l’annonce : 25063439,Tourcoing 59200 (Centre-ville),138,C,32,D,2 147 €/m²,"['Prix\u202f: 130 200 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '60,65 m²', '2 pièces', '1 chambre', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 cave', '1 salle de bain', '1 WC', '4e étage (sur 5)', 'Construit en 1967', 'Ascenseur', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 25063439', 'Publiée il y a plus de 1 mois', 'Modifiée le 4 déc. 2019', 'Signaler une anomalie sur cette annonce']"
311,Publiée le 3 déc. 2019 | Réf. de l’annonce : CHEMIN_NEUF_ES,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),,D,En cours de réalisation,NA,1 122 €/m²,"['67 300 €', 'Estimez votre mensualité', '60 m²', '3 pièces', '2 chambres', 'Réf. de l’annonce : CHEMIN_NEUF_ES', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
312,Publiée il y a plus de 1 mois | Modifiée le 22 oct. 2019 | Réf. de l’annonce : 20203146,Tourcoing 59200,301,E,52,E,1 150 €/m²,"['Prix\u202f: 69 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '60 m²', '3 pièces', '2 chambres', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 salle de bain', '1 WC', 'Dernier étage (sur 1)', 'Construit en 1980', 'Réf. de l’annonce : 20203146', 'Publiée il y a plus de 1 mois', 'Modifiée le 22 oct. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
313,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : SO1682,Roubaix 59100 (Barbieux - Edouard Vaillant - Vauban),188,D,44,E,1 783 €/m²,"['Prix\u202f: 107 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '60 m²', '3 pièces', '1 chambre', 'Chauffage : radiateur gaz individuel', '1 salle de bain', '1 WC', '1 étage', 'Réf. de l’annonce : SO1682', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
314,Publiée il y a plus de 1 mois | Modifiée le 18 déc. 2019 | Réf. de l’annonce : 120901E15X32,Tourcoing 59200 (Epidème),182,D,9,B,2 080 €/m²,"['Prix\u202f: 124 800 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '60 m²', '3 pièces', '2 chambres', 'Chauffage : individuel', '1 salle de bain', '1 place de parking', '1er étage (sur 2)', 'Mandat en exclusivité', 'Réf. de l’annonce : 120901E15X32', 'Publiée il y a plus de 1 mois', 'Modifiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
315,Publiée le 4 déc. 2019 | Réf. de l’annonce : 42581,Roubaix 59100,,A,En cours de réalisation,NA,3 850 €/m²,"['231 000 €', 'Estimez votre mensualité', '60 m²', '3 pièces', '2 chambres', '1 salle de bain', '1 WC', 'Réf. de l’annonce : 42581', 'Publiée le 4 déc. 2019', 'Signaler une anomalie sur cette annonce']"
316,Publiée le 3 déc. 2019 | Modifiée le 6 déc. 2019 | Réf. de l’annonce : renaix_t3_ancien_DI_,Tourcoing 59200 (Virolois),,D,En cours de réalisation,NA,1 298 €/m²,"['76 600 €', 'Estimez votre mensualité', '59 m²', '3 pièces', '2 chambres', '1 salle de bain', 'Réf. de l’annonce : renaix_t3_ancien_DI_', 'Publiée le 3 déc. 2019', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce']"
317,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : 26982203,Tourcoing 59200 (Blanc Seau),193,D,45,E,1 390 €/m²,"['Prix\u202f: 82 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '59 m²', '2 pièces', '1 chambre', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 salle de bain', '1 WC', '1 parking extérieur', '1er étage (sur 2)', 'Construit en 1930', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 26982203', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Signaler une anomalie sur cette annonce']"
318,Publiée le 5 nov. 2019 | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 99050MX2220,Roubaix 59100,151,D,,E,1 439 €/m²,"['Prix\u202f: 84 900 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '59 m²', '4 pièces', '2 chambres', '1 salle de bain', '1 WC', '1 place de parking', '1er étage (sur 3)', 'Réf. de l’annonce : 99050MX2220', 'Publiée le 5 nov. 2019', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
319,Publiée il y a plus de 1 mois | Modifiée le 4 déc. 2019 | Réf. de l’annonce : 27290872,Roubaix 59100 (Epeule - Trichon),380,F,12,C,1 745 €/m²,"['Prix\u202f: 102 930 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '59 m²', '2 pièces', '1 chambre', 'Chauffage : RADIATEUR ELECTRICITE COLLECTIF', '1 WC', 'Aménagement pour Handicapés', '1 parking intérieur', 'Rez-de-chaussée', 'Ascenseur', 'Digicode', 'Interphone', 'Réf. de l’annonce : 27290872', 'Publiée il y a plus de 1 mois', 'Modifiée le 4 déc. 2019', 'Signaler une anomalie sur cette annonce']"
320,Publiée il y a plus de 1 mois | Modifiée le 23 oct. 2019 | Réf. de l’annonce : SO1617,Roubaix 59100 (Epeule - Trichon),380,F,12,C,1 698 €/m²,"['Prix\u202f: 99 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '58,30 m²', '3 pièces', '2 chambres', 'Chauffage : radiateur électrique individuel', '1 WC', 'Rez-de-chaussée', 'Réf. de l’annonce : SO1617', 'Publiée il y a plus de 1 mois', 'Modifiée le 23 oct. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
321,Publiée le 6 déc. 2019 | Modifiée le 17 déc. 2019 | Réf. de l’annonce : 1368114,Tourcoing 59200 (Blanche Porte - Flocon),198,D,8,B,2 690 €/m²,"['Prix\u202f: 156 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '58 m²', '3 pièces', '2 chambres', '1 WC', '2e étage (sur 4)', 'Ascenseur', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 1368114', 'Publiée le 6 déc. 2019', 'Modifiée le 17 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
322,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : TAPP409446,Tourcoing 59200 (Gambetta),Vierge,NA,Vierge,NA,1 912 €/m²,"['Prix\u202f: 109 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '57 m²', '3 pièces', '2 chambres', 'Exposé Sud', 'Chauffage : Radiateur Electrique', '1 salle de bain', 'Aménagement pour Handicapés', '2 places de parking', '1er étage (sur 4)', 'Construit en 2005', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : TAPP409446', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
323,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 1038,Tourcoing 59200 (Centre-ville),Vierge,NA,En cours de réalisation,NA,1 875 €/m²,"['Prix\u202f: 105 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '56 m²', '3 pièces', '2 chambres', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '1 place de parking', '2e étage', 'Ascenseur', 'Réf. de l’annonce : 1038', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
324,Publiée il y a plus de 1 mois | Modifiée le 6 déc. 2019 | Réf. de l’annonce : 926,Tourcoing 59200 (Centre-ville),372,F,En cours de réalisation,NA,2 393 €/m²,"['Prix\u202f: 134 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '56 m²', '3 pièces', '2 chambres', 'Chauffage : gaz individuel', '1 salle de bain', '1 WC', '2e étage', 'Réf. de l’annonce : 926', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
325,Publiée il y a plus de 1 mois | Modifiée le 17 déc. 2019 | Réf. de l’annonce : Roubaix,Roubaix 59100 (Barbieux - Edouard Vaillant - Vauban),NA,NA,NA,NA,3 750 €/m²,"['210 000 €', 'Estimez votre mensualité', '56 m²', '3 pièces', 'Livraison 4e trim. 2019', 'Parking', 'Ascenseur', 'Visiophone']"
326,Publiée le 26 oct. 2019 | Modifiée le 29 nov. 2019 | Réf. de l’annonce : so1714,Roubaix 59100 (Moulin - Potennerie),Vierge,NA,,G,1 109 €/m²,"['Prix\u202f: 61 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '55 m²', '5 pièces', '2 chambres', 'Chauffage : radiateur gaz individuel', '1 salle de bain', '1 WC', '3 étages', 'Réf. de l’annonce : so1714', 'Publiée le 26 oct. 2019', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
327,Publiée le 29 oct. 2019 | Modifiée le 13 nov. 2019 | Réf. de l’annonce : 27618111,Tourcoing 59200,264,E,61,F,1 982 €/m²,"['Prix\u202f: 109 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '55 m²', '3 pièces', '2 chambres', '1 balcon', 'Jardin de 6 m²', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 cave', '1 salle d’eau', '1 WC', '5e étage (sur 8)', 'Construit en 1956', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : 27618111', 'Publiée le 29 oct. 2019', 'Modifiée le 13 nov. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
328,Publiée le 27 nov. 2019 | Modifiée le 1 déc. 2019 | Réf. de l’annonce : TAPP416810A,Tourcoing 59200 (Gambetta),Vierge,NA,Vierge,NA,1 566 €/m²,"['Prix\u202f: 86 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '54,93 m²', '2 pièces', '1 chambre', 'Chauffage : Radiateur Electrique Individuel', '1 salle de bain', 'Aménagement pour Handicapés', '1 place de parking', '3e étage (sur 4)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : TAPP416810A', 'Publiée le 27 nov. 2019', 'Modifiée le 1 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
329,Publiée il y a plus de 1 mois | Modifiée le 18 déc. 2019 | Réf. de l’annonce : 22858796,Tourcoing 59200,200,D,15,C,1 833 €/m²,"['Prix\u202f: 99 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '54 m²', '2 pièces', '1 chambre', '1 terrasse', 'Jardin de 12 m²', 'Chauffage : RADIATEUR ELECTRICITE INDIVIDUEL', '1 salle de bain', '1 WC', 'Rez-de-chaussée', 'Construit en 1900', 'Réf. de l’annonce : 22858796', 'Publiée il y a plus de 1 mois', 'Modifiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
330,Publiée il y a plus de 1 mois | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VA23480-IMMOTRAM2,Roubaix 59100,191,D,7,B,1 944 €/m²,"['Prix\u202f: 113 000 €, honoraires : 7,62% TTC inclus à la charge de l’acquéreur (105 000 € hors honoraires)', 'Estimez votre mensualité', '54 m²', '4 pièces', '3 chambres', 'Exposé Sud', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '2e étage (sur 4)', 'Réf. de l’annonce : VA23480-IMMOTRAM2', 'Publiée il y a plus de 1 mois', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
331,Publiée le 9 déc. 2019 | Réf. de l’annonce : 120901E1E30Y,Roubaix 59100 (Fresnoy - Mackellerie),194,D,45,E,1 877 €/m²,"['Prix\u202f: 97 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '51,95 m²', '2 pièces', '1 chambre', 'Chauffage : individuel', '1 salle de bain', '1 place de parking', 'Dernier étage (sur 3)', 'Ascenseur', 'Réf. de l’annonce : 120901E1E30Y', 'Publiée le 9 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
332,Publiée le 3 déc. 2019 | Réf. de l’annonce : Feydeau_T3_ANCIEN_KB,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),,E,En cours de réalisation,NA,1 139 €/m²,"['58 100 €', 'Estimez votre mensualité', '51 m²', '3 pièces', '2 chambres', 'Chauffage : gaz collectif', 'Cave', 'Rez-de-chaussée', 'Réf. de l’annonce : Feydeau_T3_ANCIEN_KB', 'Publiée le 3 déc. 2019', 'Signaler une anomalie sur cette annonce']"
333,Publiée le 17 déc. 2019 | Modifiée le 18 déc. 2019 | Réf. de l’annonce : lamartine_T3_51m__ANCIEN_DI,Tourcoing 59200 (Croix Rouge),,E,En cours de réalisation,NA,1 373 €/m²,"['70 000 €', 'Estimez votre mensualité', '51 m²', '3 pièces', '2 chambres', 'Disponible le 23 décembre 2019', 'Réf. de l’annonce : lamartine_T3_51m__ANCIEN_DI', 'Publiée le 17 déc. 2019', 'Modifiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce']"
334,Publiée il y a plus de 1 mois | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 120902E1FATL,Roubaix 59100 (Epeule - Trichon),150,C,41,E,1 669 €/m²,"['Prix\u202f: 84 900 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50,87 m²', '2 pièces', '1 chambre', 'Chauffage : collectif', '1 salle de bain', '5e étage (sur 6)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : 120902E1FATL', 'Publiée il y a plus de 1 mois', 'Modifiée le 10 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
335,Publiée il y a plus de 1 mois | Modifiée le 10 déc. 2019 | Réf. de l’annonce : 857,Tourcoing 59200 (Gambetta),NA,NA,NA,NA,2 951 €/m²,"['Prix\u202f: 148 800 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50,43 m²', '2 pièces', '1 chambre', '1 terrasse', 'Chauffage : Individuel Radiateur Gaz', '1 salle de bain', '1 salle d’eau', '1 WC', 'Alarme', 'Câble TV', '1 place de parking', '1er étage (sur 6)', 'Livré en 2021', 'Ascenseur', 'Réf. de l’annonce : 857', 'Publiée il y a plus de 1 mois', 'Modifiée le 10 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
336,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : TMAI108702,Roubaix 59100 (Moulin - Potennerie),Vierge,NA,Vierge,NA,1 320 €/m²,"['Prix\u202f: 66 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50 m²', '50 m² de terrain', '3 pièces', '2 chambres', 'Jardin', 'Chauffage : Radiateur Gaz Individuel', '1 salle de bain', '1 étage', 'Réf. de l’annonce : TMAI108702', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
337,Publiée le 9 déc. 2019 | Réf. de l’annonce : 4638,Tourcoing 59200,En cours de réalisation,NA,En cours de réalisation,NA,1 420 €/m²,"['Prix\u202f: 71 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50 m²', '2 pièces', '1 chambre', '1 salle de bain', 'Réf. de l’annonce : 4638', 'Publiée le 9 déc. 2019', 'Signaler une anomalie sur cette annonce']"
338,Publiée il y a plus de 1 mois | Modifiée le 29 nov. 2019 | Réf. de l’annonce : TAPP415519,Roubaix 59100 (Cul du Four),157,D,36,E,1 430 €/m²,"['Prix\u202f: 71 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50 m²', '3 pièces', '2 chambres', 'Chauffage : Individuel', '1 salle de bain', '1er étage', 'Réf. de l’annonce : TAPP415519', 'Publiée il y a plus de 1 mois', 'Modifiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
339,Publiée il y a plus de 1 mois | Modifiée le 28 nov. 2019 | Réf. de l’annonce : 1311606,Roubaix 59100 (Gare Jean Lebas),158,D,37,E,1 620 €/m²,"['Prix\u202f: 81 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '50 m²', '2 pièces', '1 chambre', 'Chauffage : gaz collectif', 'Cave', '1 salle d’eau', '1 WC', '1er étage (sur 5)', 'Ascenseur', 'Interphone', 'Réf. de l’annonce : 1311606', 'Publiée il y a plus de 1 mois', 'Modifiée le 28 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
340,Publiée il y a plus de 1 mois | Réf. de l’annonce : 12281174,Tourcoing 59200,244,E,7,B,1 327 €/m²,"['Prix\u202f: 65 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '49 m²', '3 pièces', '2 chambres', 'Chauffage : AIR PULSE SOLAIRE INDIVIDUEL', '1 salle de bain', '1 WC', 'Construit en 1930', 'Réf. de l’annonce : 12281174', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
341,Publiée le 24 oct. 2019 | Modifiée le 1 nov. 2019 | Réf. de l’annonce : 1334293,Roubaix 59100 (Centre-ville - Crouy),250,E,20,C,1 857 €/m²,"['Prix\u202f: 91 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '49 m²', '2 pièces', '1 chambre', 'Terrasse', '1 salle de bain', '1 WC', '1 place de parking', 'Rez-de-chaussée', 'Ascenseur', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 1334293', 'Publiée le 24 oct. 2019', 'Modifiée le 1 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
342,Publiée le 18 déc. 2019 | Réf. de l’annonce : 43355,Roubaix 59100,,A,En cours de réalisation,NA,2 548 €/m²,"['124 842 €', 'Estimez votre mensualité', '49 m²', '2 pièces', '1 chambre', '1 salle de bain', '1 WC', 'Réf. de l’annonce : 43355', 'Publiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce']"
343,Publiée il y a plus de 1 mois | Réf. de l’annonce : VA23542-IMMOTRAM2,Roubaix 59100,Non soumis,NA,En cours de réalisation,NA,3 265 €/m²,"['Prix\u202f: 169 000 €, honoraires : 5,63% TTC inclus à la charge de l’acquéreur (160 000 € hors honoraires)', 'Estimez votre mensualité', '49 m²', '2 pièces', '1 chambre', 'Terrasse', 'Exposé Sud', 'Chauffage : électricité individuel', 'Cave', '1 salle de bain', '1 WC', '1 place de parking', '2e étage (sur 4)', 'Ascenseur', 'Réf. de l’annonce : VA23542-IMMOTRAM2', 'Publiée il y a plus de 1 mois', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
344,Publiée il y a plus de 1 mois | Réf. de l’annonce : CO13755,Roubaix 59100 (Fraternité - Chemin Neuf - Justice),231,E,11,C,1 881 €/m²,"['Prix\u202f: 92 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '48,92 m²', '2 pièces', '1 chambre', '1 salle de bain', '1 WC', '1 place de parking', '1er étage', 'Construit en 1980', 'Réf. de l’annonce : CO13755', 'Publiée il y a plus de 1 mois', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
345,Publiée le 18 déc. 2019 | Réf. de l’annonce : TAPP422007,Tourcoing 59200 (Gambetta),Vierge,NA,Vierge,NA,2 012 €/m²,"['Prix\u202f: 98 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '48,70 m²', '2 pièces', '12 chambres', 'Chauffage : Radiateur Electrique Individuel', '1 salle de bain', 'Aménagement pour Handicapés', '1 place de parking', '2e étage (sur 4)', 'Construit en 2007', 'Ascenseur', 'Réf. de l’annonce : TAPP422007', 'Publiée le 18 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
346,Publiée le 14 déc. 2019 | Modifiée le 14 déc. 2019 | Réf. de l’annonce : 4509,Tourcoing 59200 (Centre-ville),203,D,8,B,2 457 €/m²,"['Prix\u202f: 119 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '48,44 m²', '2 pièces', '1 chambre', '1 terrasse', 'Chauffage : électrique individuel', 'Cave', '1 salle de bain', '1 WC', '1 box', '3 étages', 'Construit en 1998', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 4509', 'Publiée le 14 déc. 2019', 'Modifiée le 14 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
